Text,User,Counter,Reply
"@GraceBegley1 Hi Grace, thank you for bringing this to our attention, can you please provide the store location, date, and time of your visit through a Direct Message? Thanks and we look forward to your reply.",@GraceBegley1:2,2,
"@GraceBegley1 Due to medical exemptions, outlined by the Department of Health, we know some customers may not be required to wear a mask and we encourage them to consider making use of our Pick Up or Home Delivery options.(2/2)",@GraceBegley1:3,3,
"@Gralelus Hey Jacky, thanks for reaching out. We’re sorry to hear of what’s happening with your savings. We’d love to look into what’s happening here for you. So we can access your account, can you DM us and kindly confirm your name while sharing your email address and 13 digit 1/2",@Gralelus:1,1,"@woolworths 3 days left to xmas and i still haven't recovered my stolen ""bank for xmas"" savings since i reported it 3 weeks ago. Sick of hearing the same excuse when no one will actually tell me how it happened or when it will be resolved. Thanks for making this a ""priority""..."
"@Gralelus Hi Jacky, we're sorry to hear this and we've responded to your Direct Message. Thanks.",@Gralelus:2,2,@woolworths Have sent a dm! Would appreciate if you could provide some updates on the status!
@Gralelus Everyday Rewards card number next to the barcode? We hope to hear back from you. 2/2,@Gralelus:3,3,"@woolworths i've lodged an incident report where my everyday rewards points have been stolen and can't get a timeframe on when it will be resolved. the whole point of ""Banking for Christmas"" was to be able to use it now!"
"@GreatJobJake Hey Gustav, thanks for reaching out to us about our Bread. Could you please send us a DM with some further details (the exact product name, store of purchase, date of purchase and batch number) and we'll look into this further for you. We look forward to hearing from you soon.",@GreatJobJake:1,1,Hey @woolworths I think you forgot to put the sour in your dough? This is just bread! https://t.co/HmHeVAeItp
"@GreenSteel Hi Michael, we're sorry to hear about the phone you've purchased. We'd like to know more about this so please send us a DM with the details of your experience. Thanks for reaching out to us and we look forward to hearing back from you!",@GreenSteel:1,1,That was odd. Bought a phone @woolworths and immediately told I could never bring it back for a refund. As soon as it's opened its considered broken. Does this happen often?
"@GriftersEmporum Hi there, thanks for reaching out. We're sorry to see there weren't Pick Up windows to select. Could you please send us a DM with the full name, email and phone number the online account is registered with? We hope to hear from you soon, thanks.",@GriftersEmporum:1,1,What are you supposed to do if you’re self isolating right before Christmas ⁦@woolworths⁩ https://t.co/yKAhqnIEL6
"@Guepard_1 Hey there, this is Woolworths Australia, we think you might be looking for Woolworths South Africa, their page is here: https://t.co/arRNF0wQJa Thanks",@Guepard_1:1,1,
"@GypsyScribbles We can definitely look into your Online account to see if there's any issues, however. 5/6",@GypsyScribbles:1,1,"@woolworths Hello there! Is there an issue with your online shopping? Not a single available product is going into the ‘cart’ 🛒 - understand that there’s product shortages, but even available items can’t be clicked on. Please advise❓"
"@GypsyScribbles As always, we ask customers to be mindful of others in their community and buy only what they need and also be respectful of each other and our teams during this difficult time. 4/6",@GypsyScribbles:2,2,
"@GypsyScribbles If a favoured brand isn’t available, there should be an alternative in each category in most cases. We know this is frustrating and thank our customers for being flexible. 3/6",@GypsyScribbles:3,3,
@GypsyScribbles Our stores may have reduced availability of some products throughout the day before they receive their next delivery. 2/6,@GypsyScribbles:4,4,
"@GypsyScribbles Hi Rose, thanks for reaching out and for sharing your feedback. We’re currently experiencing delays with some stock deliveries to our stores due to the impacts of COVID-19 across the food and grocery supply chain. 1/6",@GypsyScribbles:5,5,
"@GypsyScribbles So that we can look into this for you, could you please let us know your email address, phone number and full name for verification via DM? Thanks. 6/6",@GypsyScribbles:6,6,
"@HTired89 Can you please send us a Direct Message and let us know your order number, full name and email address, for account verification purposes? We apologise for any inconvenience caused and are looking forward to hearing from you soon. Thanks. 2/2",@HTired89:1,1,
"@HTired89 Hi there, thanks for your patience with our reply. We're glad to hear that you were happy with your Pick up order and we appreciate your positive feedback. We'd like to share it with our team for their awareness. 1/2",@HTired89:2,2,
@HTired89 Thanks so much for getting back to us and for letting us know the name of the store in question. We've shared your feedback with our Cumberland Park store management team for their awareness. Thanks.,@HTired89:3,3,
"@HaroldR21882684 Hi Harold, thanks for reaching out to us and we're so glad to hear you've had a great experience during your shop. Let us know if your need assistance with anything else and that you have a fantastic week ahead.",@HaroldR21882684:1,1,@woolworths Hàve a fantastic week.
"@HaroldR21882684 Hi Harold, due to the significant supply chain challenges across our network, we’ve temporarily paused the distribution of our printed catalogue in NSW, QLD, VIC and TAS. You can continue to view our digital catalogue here https://t.co/SvTLUmnCg9. We hope you have a great day!",@HaroldR21882684:2,2,@woolworths Had a great day.
"@HealthLinshi Hi There, thanks for reaching out to us can you please send us a DM in regards to becoming a partner with Woolworths. Thanks!",@HealthLinshi:1,1,
"@HeaneySonya Hi Sonya, thanks for reaching out. Please can you PM us so that we could assist you further. We look forward to hearing from you soon. Thanks, BIG W.",@HeaneySonya:1,1,
"@HonuMahalo2 Hi Honu, thanks for your patience with our reply. We're sorry to hear that your order still hasn't been delivered, at the time of your tweet and you're having difficulties reaching out to our customer service team. Your disappointment is certainly understandable. 1/3",@HonuMahalo2:1,1,"@woolworths 
Well it’s now 9.09pm and my delivery from yesterday still hasn’t come
Customer service haven’t responded nor have they given me a refund 
Absolute disgrace 
I’m not wealth but live week to week
I can’t afford a holiday even to Minyup
Maybe my suburb is too low key!!"
"@HonuMahalo2 We'd like to look into this for you. Can you please send us a Direct Message and provide the following information so we can assist you with your enquiry: your order number, full name and email address, for account verification purposes? 2/3",@HonuMahalo2:2,2,
@HonuMahalo2 We apologise for any inconvenience caused and are looking forward to hearing from you soon. Thanks. 3/3,@HonuMahalo2:3,3,
"@HonuMahalo2 Hi Honu, thanks for your patience with our reply. We're sorry to hear that your order hasn't been delivered, at the time of your tweet. We've also responded to your other tweet. Thanks.",@HonuMahalo2:4,4,
"@HullKiwi Hi there, we're glad to hear that we've made your day. Enjoy your fetta. Thanks.",@HullKiwi:1,1,
"@Humelar Hi Humey, we're sorry to hear about the delay with your online order. We've just responded to your DM. Please check and let us know if we can assist you with anything else. Have a lovely day!",@Humelar:1,1,@woolworths destroying family days out… still waiting on delivery 2hours 42mins late. Choice between going out and spoiling the weekly family shop or spending the day trapped in the house. #overpromising #underdelivering
"@HumphreyPL Thanks for getting back to us. We understand your disappointment, because you've had this issue with a past order as well. If you could please send us a DM with the requested details, we'd like to assist further. We appreciate you taking the time to follow this up with us.",@HumphreyPL:1,1,@woolworths This is the second time in a row and started happening about a month ago. I am concerned this is your new process.
"@HumphreyPL Hi Humphrey, thanks for reaching out. We're sorry to see your refund was in the form of coupon credit. Could you please send us a DM with your order number, email and phone number the online account is registered with? We hope to hear from you soon, thanks.",@HumphreyPL:2,2,@Chris_Titley @mmmichaelfox @fablefoodco @woolworths @BurgerUrge @MarleySpoon_IR @blackbirdvc @Grok_Ventures @nikiscevak @JeremyKwongLaw @mcannonbrookes @rcsbaker Like they say it takes a decade of experience to do something in one hour :)
"@HurricaneAnnie_ Hey Anne, thanks for reaching out to us. We're sorry to see that you've been incorrectly charged for an item and we'd love to help. Please DM us with the store of purchase to help us look into this further for you. We hope to hear from you soon!",@HurricaneAnnie_:1,1,@woolworths Can you help me with the math on this? Seems something is wrong. https://t.co/HUR86XEnen
"@IBoltonAI Hi Alan, thanks for reaching out to us with regards to the poor quality of the apples. We'd like help and to look into this. Can you please send us a private message with the details of your shop so we can assist further? Thanks and we look forward to hearing from you soon.",@IBoltonAI:1,1,@woolworths not happy with the Jazz Apples from Woolworths Carrum Downs....only 4 good apples with the rest rotten and leaked on all my groceries....😡 (rotten apples were behind label) https://t.co/cVxuLK23mi
"@IHateScumo Hi there, thanks for reaching out. We're sorry to hear about your recent experience with our delivery service. Could you please send us a DM with the full name, email and phone number the online account is registered with? We hope to hear from you soon, thanks.",@IHateScumo:1,1,Thank you for everyone with support and more importantly trying to keep me sane right now. Just an update: @woolworths has not commented or tried to reach out even though I contacted them direct.
"@ITrustLabor Hey there, thanks so much for reaching out. We're pleased to hear you're loving the new and improved packaging for Woolworth's sour cream, and we appreciate you taking the time to reach out. Have a fantastic day. Thanks",@ITrustLabor:1,1,".@woolworths Nice to see you making the smart moves.
I hate to waste food.
We love your sour cream.
The old paper milk carton packaging was not good.
These new plastic tubs are the BEST! https://t.co/7uH1nqbasT"
"@IanWoolf Hi Ian, thanks for reaching out about the QR Codes at our stores. We'll be updating some of our in-store COVIDsafe measures to align with the NSW Government’s public health orders. The safety of our team members and customers will remain our top priority, 1/3",@IanWoolf:1,1,Will @woolworths have QR codes back tomorrow? #nswpol
"@IanWoolf Our plexiglass screens will also remain at all of our manned checkouts. You can find out more about our COVIDsafe measures here: https://t.co/fKpplgBNNy. We hope this information helps, thanks. 3/3",@IanWoolf:2,2,
"@IanWoolf and we encourage everyone to remain mindful of the COVIDSafe habits we’ve lived as we enter the busy Christmas period. To help keep our team and customers safe, we'll still be conducting daily cleaning and disinfection of high touch point areas within our stores. 2/3",@IanWoolf:3,3,
"@Ign_Jo Hi Ignatius, thanks for contacting us in regards to your experience at our Chadstone store. We're disappointed to hear that our team didn't assist and we'd like to look into this further. Can you please send us a DM confirming when this happened? We look forward to your reply.",@Ign_Jo:1,1,"@woolworths nah it's cool @woolworths, I'll submit a customer complaint as that will hit somebody's KPIs.. and a twitter discussion solves nothing, but impacting somebody's KPIs and (I'm guessing) incentives might...."
"@Imteckmeng So that we can further address this, can you please DM us your full name, order number and email address? We look forward to hearing from you. 2/2",@Imteckmeng:1,1,@woolworths my order did not came in despite the delivery state delivered
"@Imteckmeng Hi Tyler, thanks for reaching out. We're sorry to hear that you haven't received your delivery order. We'd like to have a look into this for you. 1/2",@Imteckmeng:2,2,"@woolworths hi , your delivery driver indicate the parcel has been delivered when it isn’t. What’s going on??"
"@Invadertoohey Can you please let us know your contact number and the store you purchased this from in a DM? We hope to hear from you soon, thanks. 2/2",@Invadertoohey:1,1,"@woolworths Thanks, I've dm'd your team."
"@Invadertoohey Hey there, thanks for bringing this to our attention. We take reports like this seriously and we’ll look into this with our team. However, we need some additional information to assist with our investigation. 1/2",@Invadertoohey:2,2,@woolworths there was some bone left in my chicken breast schnitzel 🤮 you might need a new chicken-bits mincer... https://t.co/n7qoq8Ikkk
"@Ithika We'd like to look into this further for you, could you please DM us the full name, email and phone number the Online account is under so we can look into this further for you? We look forward to your reply. Thanks. 3/3",@Ithika:1,1,
"@Ithika We understand how this can be confusing, especially when the items aren't related to one another. 2/3",@Ithika:2,2,
"@Ithika Hi Meghoul, thanks for reaching out and sharing the screenshot. We're sorry to see that you received this pop message in your cart when trying to complete a recent Online order. 1/3",@Ithika:3,3,
"@JB_AU Hi Jonathan, we will be updating some of our in-store COVIDsafe measures to align with the NSW Government’s public health orders. The safety of our team members and customers will remain our top priority, and we encourage everyone to (1/2)",@JB_AU:1,1,
@JB_AU remain mindful of the COVIDSafe habits we’ve lived as we enter the busy Christmas period. (2/2),@JB_AU:2,2,
"@JRap67 Hi Julian, thanks for reaching out to us. We're sorry to hear about the quality of the ham. Please send us a DM as we'd like to look into this further for you. We look forward to hearing from you soon!",@JRap67:1,1,
"@Jaala_May Hi there, thanks for reaching out. We appreciate your patience, we'd like to look into this further. Would you be able to send us a DM with the store name, date, and time of visit? We look forward to hearing from you soon, thanks.",@Jaala_May:1,1,"@woolworths It's not a great look but I feel so awful for the staff and everything they're dealing with. 

Best of luck with improved supply chain issues! I look forward to seeing good stock amounts again."
"@Jaala_May Thanks for that, @Jaala_May So we can look into this, can you please send us a DM with the store name, date, and time of visit? We look forward to hearing from you. Thanks.",@Jaala_May:2,2,"On top of having almost no meat or fruit and veg, my @woolworths store looks as if it's falling apart! 😥 https://t.co/yHzrP7QiX3"
"@JakeTheX Hi Jake, thanks for your patience. We're sorry to hear you haven't received your online delivery within the expected timeframe. We'd like to look into this for you and understand what has happened. (1/2)",@JakeTheX:1,1,"Am I being unreasonable to think that, given my groceries are now more than 12 hours late that maybe someone from @woolworths should have contacted me? Not even a text to say my delivery is delayed. Just radio silence. https://t.co/x4vN8tpO6b"
"@JakeTheX Can you please DM us with your email address, mobile number, and order number for verification? Thanks, and we hope to hear from you soon. (2/2)",@JakeTheX:2,2,Hey @woolworths my order is now FIVE HOURS late. I can't get a customer service representative online &amp; your phone is engaged. I've heard nothing from you since 3:30pm when you told me my order was being packed. No follow-up from you &amp; impossible for me to follow-up myself.
@JamesBingTheO We've passed this feedback on to our team for investigation and further review and we appreciate the time taken to bring this to our attention and take your concerns seriously. (2/2),@JamesBingTheO:1,1,
"@JamesBingTheO Hi James, thanks for bringing the Beef Mince to our attention and we're sorry that our products been out of stock recently. We'd love to look into this further for you, so could you please send us a DM and let us know which specific product you're interested in and your.. 1/2",@JamesBingTheO:2,2,
"@JamesBingTheO Hi James, thanks for reaching out in regards to the content you have viewed online with a team member on TikTok. Please be assured that we expect the very best from our team members while representing our brand and we always hope we are reflecting our team values. (1/2)",@JamesBingTheO:3,3,
@JamesBingTheO local stores? We'll check on the stock availability for you once confirmed. We look forward to hearing from you soon!.. 2/2,@JamesBingTheO:4,4,
"@JamesMo13901279 Hi James, thanks for reaching out to us. We're sorry to see the quality of the pizza base. We'd love to look into this further but just need you to DM us the store you made the purchase from. Looking forward to a response.",@JamesMo13901279:1,1,
"@James_R_Holmes Thanks for your reply, James. We're glad to hear that you've already arranged a refund. We’re sorry for any inconvenience caused, and we appreciate you taking the time to contact us. We hope you enjoy the rest of your day.",@James_R_Holmes:1,1,BTW this kind of thing happens so often that @woolworths has a very good automated assistant that refunds all the damaged/missing/eaten items in your order. Imagine if that time went into fixing the cause of the problems instead. https://t.co/tgceJNc81N
"@James_R_Holmes Hi James, thanks for reaching out about your delivery order. We're sorry to hear about the state of items you've received in your order. We'd like to look into this, but we’ll need a few details for verification purposes. 1/3",@James_R_Holmes:2,2,@woolworths I’ve already received a refund.
"@James_R_Holmes Can you please send us a DM with your full name, email address and order number linked to your online account? 2/3",@James_R_Holmes:3,3,Apparently @woolworths has added a new time-saving feature to home delivery where someone in the delivery chain opens your food and eats some of it for you.
"@James_R_Holmes We'd also like to ask, can you let us know more details in regards to the items you've mentioned in your order? Thanks, we look forward to hearing from you. 3/3",@James_R_Holmes:4,4,
"@JaneCla38458526 Hi Jane, our website is working fine. If you're experiencing technical difficulties with it, can you please send us a Direct Message and a screenshot of the issue? We apologise for any inconvenience caused and are looking forward to hearing from you soon. Thanks.",@JaneCla38458526:1,1,
"@JennaGr34651250 Hey Jenna, Thanks for reaching out to us in regards to the use of Palm Oil in the cheese and crackers. We'd love to help you with your inquiry, so if you could please DM us, that'd be appreciated. Thanks, we look forward to hearing from you.",@JennaGr34651250:1,1,@woolworths 9 days no response
"@Jennacide12 Hi There, thanks for reaching out to us. We understand your frustration with the price of products and we'd like to discuss it further with you if you can send us a DM. Looking forward to your response.",@Jennacide12:1,1,@woolworths discuss it further in private? 🤨  ..  why?  what exactly will that achieve?  its already been established that Woolworths does not care about its customers
"@Jezzaj Hi Sandie, thanks for reaching out. We're sorry to hear about the incorrect substitute in your order. Could you please send us a DM with your order number, email and phone number the online account is under? We hope to hear from you soon, thanks.",@Jezzaj:1,1,"I do not understand how @woolworths decide on substitutes. 

Today my loaf of 5 seeds bread was substitute for 2 loaves of white low GI bread!

I don't need 2 loaves of bread (with a 4 day expiry) nobody does unless they ordered 2!!"
@JoelDFleming We apologise for any inconvenience caused and are looking forward to hearing from you soon. Thanks. 3/3,@JoelDFleming:1,1,"@woolworths I just sent the DM now as it’s been a week and the overcharge (3 x $102.20) still hasn’t been returned to my bank acct.

I provided all the relevant details to help you resolve the matter.

Thank you for replying to my tweet and your future assistance.

Joel"
"@JoelDFleming Can you please send us a Direct Message and provide the following information so we can assist you with your enquiry: your order number, full name and email address, for account verification purposes? 2/3",@JoelDFleming:2,2,@woolworths I was charged online for $102.80 3 x extra. The system was saying to “try again”. It worked on the fourth time. I later found out I’d been charged all 4 times. I was told I have to wait 5 days for a refund. This shouldn’t happen. That’s $308.40 taken from me
"@JoelDFleming Hi Joel, we're sorry to hear that you've been charged 4 times for the same order due to the system issues. Your disappointment is certainly understandable as you have to wait a few days to receive your money back. We'd like to look into this for you. 1/3",@JoelDFleming:3,3,
"@JoelDFleming Hi Joel, thanks for getting back to us. We're sorry to hear the charges are still on your account. We appreciate you sending us a DM with those details. We've since responded to your DM, thanks!",@JoelDFleming:4,4,
"@JonDeeOz Hi Jon, thanks for reaching out and we're sorry to hear of your recent experience at the Katoomba Store. We'd be happy to assist you further. Please can you DM. Thanks.",@JonDeeOz:1,1,
"@JoshuaScicluna Hi Joshua, thanks for your patience. We're sorry to hear you haven't received your online delivery with the expected timeframe. We'd like to look into this for you and understand what has happened. Can you please send us a DM with the following 1/2",@JoshuaScicluna:1,1,"unbelievably bad service by @woolworths - unable to leave the house, relying on food to be delivered... was meant to arrive yesterday between 9am-2pm, still nothing."
"@JoshuaScicluna Hi Joshua, we’d still like to hear from you about this. We look forward to your reply soon. Thanks.",@JoshuaScicluna:2,2,
"@JoshuaScicluna Order number, email address, and mobile number for verification? Thanks, and we hope to hear from you soon. 2/2",@JoshuaScicluna:3,3,
"@JuleSqueek Hi Julia, we’re always ready for enthusiastic people to join our team and are on the lookout for a wide range of employee skills. You can find out more info at https://t.co/9bxmCH805x - all the best!",@JuleSqueek:1,1,
"@JulieCiccarini Hi Julie, thanks for your patience. We're sorry to hear you haven't received your online delivery with the expected timeframe. We'd like to look into this for you and understand what has happened. 1/2",@JulieCiccarini:1,1,
"@JulieCiccarini Can you please send us a DM with your email address, mobile number, and order number for verification? Thanks, and we hope to hear from you soon. 2/2",@JulieCiccarini:2,2,
"@JulieCiccarini Thanks for getting back to us, Julie. We'd be more than happy to look into why your order was cancelled. Can you please DM us with your full name, order number and email address linked to your online account for verification? We look forward to your reply.",@JulieCiccarini:3,3,
"@KangarooWill Hi Will, we will be updating some of our in-store COVIDsafe measures to align with the NSW Government’s public health orders. The safety of our team members and customers will remain our top priority, (1/2)",@KangarooWill:1,1,
@KangarooWill and we encourage everyone to remain mindful of the COVIDSafe habits we’ve lived as we enter the busy Christmas period. (2/2),@KangarooWill:2,2,
"@KassandraKurse Hi there, we're sorry to hear about your online order and we'll be looking into this for you. Please send us a DM with your email address and contact number registered in your online account for verification. Thanks for reaching out and we look forward to hearing back from you!",@KassandraKurse:1,1,@woolworths It's still not here. There's been no action on it since 9:25 this morning. I need this food. I have a disability and rely on home delivery. @woolworths this isn't bloody good enough. https://t.co/I9eub6pFIg
"@KassandraKurse Although, we hope that you already received your groceries by now, we'd still like to share your feedback with our team for their awareness. 2/3",@KassandraKurse:2,2,"@woolworths Far out @woolworths, online delivery supposed to arrive today between 10 and 11.
1/2 https://t.co/6VaBPOYCIg"
"@KassandraKurse Hi there, thanks for your patience with our reply. We're sorry to hear that your order hasn't been delivered. You mentioned that you called our team, spoke to one of our team members and then the call disconnected when you were placed on hold. 1/3",@KassandraKurse:3,3,"@woolworths online order marked as delvrd but groceries not delvrd. Driver pulled up stayed in car marked as delvrd and drve away. 1hr 30 m on CS line, spoke to an agent who put me on hold for 5 mins, then call dropped out. I can't wait on hold again. Pls sort this out."
"@KassandraKurse Can you please send us a Direct Message and and let us know your order number, full name and email address, for account verification purposes? We apologise for any inconvenience caused and are looking forward to hearing from you soon. Thanks. 3/3",@KassandraKurse:4,4,
"@KateBrowne7 Hi Kate, we're sorry to hear about your Online Order going missing during delivery. Please DM us with your full name, order number, and email address registered to the Online Account so that we can further address this for you. Thanks, we hope to hear from you soon!",@KateBrowne7:1,1,@cambuslangtrain @Margare37237673 @woolworths And I can’t lift anything or drive - but 3 days delay and counting I’m clearly reasonable 🤦🏻‍♀️
"@KateBrowne7 Hi Kate, thanks for reaching out. We're sorry to hear about the experience you had with your recent delivery order. We've looked into this further and can see we've responded to your DM and this has been sorted. Thanks!",@KateBrowne7:2,2,@cambuslangtrain @Margare37237673 @woolworths Yeah would totally do that except my wrist is broken 🤷🏻‍♀️
"@KateBrowne7 Hi Kate, thanks for the update. We're sorry to hear your rebooked delivery is late. So we investigate further, please send your delivery address, order number, and full name to us in a DM. We look forward to your response.",@KateBrowne7:3,3,I understand sometimes things go wrong @woolworths but when they do it’s great when it’s sorted quickly &amp; with an effort to address the inconvenience asap - thats the difference between great customer service &amp; bad service. This has been like pulling teeth.
"@KateBrowne7 Hi Kate, thanks for the quick reply. As expressed in the prior message, we'd love to look into what's happened with your order. Please DM us with the delivery address, phone number, and date of birth associated with your Online Account. We look forward to your DM reply!",@KateBrowne7:4,4,"So after ordering @woolworths groceries on Sunday for a Monday delivery which went missing, promised delivery today which didn’t happen either  - apparently I *might* get them tomorrow.. 3 days 8 messages 2 hrs on chat &amp; 4 hours waiting for deliveries ..why SO hard? #woolworths"
"@KathSwinbourne Can you please send us a DM with your full name, email address and phone number linked to your online account? Thanks, we look forward to hearing from you. 3/3",@KathSwinbourne:1,1,@Jennacide12 @woolworths I've had that happen well. It makes me shudder!
"@KathSwinbourne Hi Kathleen, thanks for reaching out. We're sorry to hear about the issue you're having with the plastic bags you're receiving in your orders. We understand your concerns and we appreciate you bringing this to our attention. 1/3",@KathSwinbourne:2,2,@Jennacide12 @woolworths It is extremely annoying. Particularly when I'm trying to reduce my waste
"@KathSwinbourne We'd like to share your feedback with our Online team, but we'll need a few details for verification purposes. 2/3",@KathSwinbourne:3,3,"I keep ordering paper bags for my delivery @woolworths and you keep giving me plastic
PLEASE no plastic bags.  There is too much plastic as it is!!"
@KatieMaree_88 We apologise for any inconvenience caused and are looking forward to hearing from you soon. Thanks. 3/3,@KatieMaree_88:1,1,
"@KatieMaree_88 Hi Kate, thanks for your patience with our reply. We're sorry to hear that your order was running late and you couldn't contact our customer service team. Although, we hope that you've already received your goods by now, we'd like to look into this for you. 1/3",@KatieMaree_88:2,2,
"@KatieMaree_88 Can you please send us a Direct Message and provide the following information so we can assist you with your enquiry: your order number, full name and email address, for account verification purposes? 2/3",@KatieMaree_88:3,3,
"@Keetsobermuller Hi Nikita, thanks for reaching out. We're sorry to hear about the missing items in your delivery order. Could you please send us a DM with your order number, email and phone number the online account is under? We hope to hear from you soon, thanks!",@Keetsobermuller:1,1,
"@Keetsobermuller Hi Nikita, we’d still like to hear from you about this. We look forward to your reply soon. Thanks.",@Keetsobermuller:2,2,
"@Kells8681 Hey there, thanks for reaching out to us. We're sorry to see your tomatoes in this condition, we'd like to look into this further. Can you please let us know the store you purchased this from and the date in a DM? We look forward to your response, thanks.",@Kells8681:1,1,
"@KikiRik08604126 Thanks, we look forward to hearing from you. (2/2)",@KikiRik08604126:1,1,@woolworths What would you like to know?
"@KikiRik08604126 Hi there, We'd like to look into this further for you so if you can send us a DM that would be great. Looking forward to a response.",@KikiRik08604126:2,2,@woolworths I had a good laugh about it until I thought someone may have tampered with it 😱😱 https://t.co/ivQINSS5ys
"@KikiRik08604126 Hi there, thanks for reaching out to us. We're sorry to hear your Roast Chicken is missing an arm and a leg. Could you please DM us with the exact product name, expiry date, batch details (usually near the expiry, sometimes includes a timestamp), and store of purchase? (1/2)",@KikiRik08604126:3,3,@woolworths just wondering if it’s a usual occurrence to get a roast chook with only one wing and no drumsticks. Is it possible someone from the deli had lunch before they sealed the bag that I bought? Very strange….
@Kimota You can find out more about our COVIDsafe measures here: https://t.co/fKpplgBNNy (2/2),@Kimota:1,1,
"@Kimota Hi Jonathan, to help keep our team and customers safe, we will still be conducting daily cleaning and disinfection of high touch point areas within our stores. Our plexiglass screens will also remain at all of our manned checkouts. (1/2)",@Kimota:2,2,
@Kipperdy Our teams have received training on the correct way to wear face coverings so this is disappointing to hear. We'll be following this up with our team at our Smithfield store. (2/2),@Kipperdy:1,1,
"@Kipperdy Hi there, the safety and wellbeing of our customers and team members is our top priority. Following the QLD Government’s directive, our team members and customers at our stores in Queensland are currently expected to wear a face covering. (1/1)",@Kipperdy:2,2,
"@KohutTroy Hi Troy, thanks for reaching out to us. We're sorry to hear about your experience during your shop. We’d like to look into this. Can you please provide the store name, time of visit through a Direct Message? Thanks and we look forward to hearing from you soon.",@KohutTroy:1,1,@woolworths Not blaming Woolies. It just is what it is at the moment.
"@LUKEHAND1992 Hi Luke, thanks for reaching out to us with regards to the free fruit for kids programs. We appreciate your feedback as we're sure the kids are loving it as well. 😄",@LUKEHAND1992:1,1,@snppls @woolworths *buy
"@LalitaMathias Hi Lalita, thank you for reaching out. We’re currently experiencing limited availability of shopping bags in-store and online due to an ordering error. We encourage customers to continue to bring their own bags into our stores where possible, 1/2",@LalitaMathias:1,1,
@LalitaMathias or speak to one of our friendly store team members for assistance. We apologise for the inconvenience. 2/2,@LalitaMathias:2,2,
"@Landoa74 Hi Lando, thanks for reaching out to us with regards to your insurance. We're sorry to hear about the wait times to contact us. We'd like someone to contact you directly. Can you provide your policy number, contact number, email address, and state through a DM? Thanks.",@Landoa74:1,1,
"@Lewion Hi Nikki, thanks for getting in touch. We're sorry to hear you've had some trouble with our website. Could you please DM us the full name, email and phone number the online account is under? If you have any screenshots too, that'd be great. We hope to hear from you soon, thanks.",@Lewion:1,1,"@woolworths I believe something is up with the “Shop Recipe” feature on your website. I can’t seem to add multiple recipe shop lists to my checkout, and it seems to log me out and empty my cart constantly.

Please have your developers look at this at your earliest convenience."
"@Life_of_Pia Hi Pia, thanks for reaching out. We're sorry to see the items here weren't half price. Could you please send us a DM with the store you visited? We hope to hear from you soon, thanks.",@Life_of_Pia:1,1,"Hey @woolworths this signage is confusing... These things aren't 1/2 price.

There was also a big sign at the top saying 1/2 price. https://t.co/q2brJj5Kzn"
"@Lisa54038159 Hi there, we’d still like to hear from you about this. We look forward to your reply soon. Thanks.",@Lisa54038159:1,1,
"@Lisa54038159 Hi Lisa, thanks for reaching out. There was a temporary technical issue with our app and website that is now resolved. We appreciate your patience during this, feel free to reach out if you need any further assistance. We hope you have a lovely day, thanks.",@Lisa54038159:2,2,
"@Lisajolszewski We definitely understand the frustration and would like to look into this for you. Could you please send us a DM with your order number, email address and phone number for verification? Eager to hear from you soon. 2/2",@Lisajolszewski:1,1,@woolworths my order is now 18 hours late. The tracking option has disappeared. I called the store and it rang out. We're isolating and hungry!
"@Lisajolszewski Hi Lisa, thanks for reaching out and bringing this to our attention. We're sorry to hear that your recent Online order delivery was late whilst you were isolating. 1/2",@Lisajolszewski:2,2,
"@LoneAngelDove Hi there, thanks for your patience with our reply. We're sorry to hear that your order was running late, at the time of your tweet. Although, we hope that you already received your groceries by now, we'd still like to share your feedback with our team for their awareness. 1/3",@LoneAngelDove:1,1,"@woolworths Got a text saying my order was next in line for delivery, that was 2.5 hours ago! Where's the driver coming from, Bunbury? 😒"
"@LoneAngelDove Can you please send us a Direct Message and provide the following information so we can assist you with your enquiry: your order number, full name and email address, for account verification purposes? 2/3",@LoneAngelDove:2,2,
@LoneAngelDove We apologise for any inconvenience caused and are looking forward to hearing from you soon. Thanks. 3/3,@LoneAngelDove:3,3,
"@Louise02061719 Hi Louise, thanks for reaching out about our Caramilk Hot Cross Buns. We're sorry you haven't been able to locate stock recently. We'd be happy to look into this for you, please can you DM us for assistance. Thanks.",@Louise02061719:1,1,@woolworths Guys what has happened to the Caramilk Hot Cross Buns!? They are so amazing and I can't find them in store or on the website 😭
"@MJYoung1988 Hi Michael, thanks for your patience. We're sorry to hear you haven't received your online delivery with the expected timeframe. We'd like to look into this for you and understand what has happened. 1/2",@MJYoung1988:1,1,
"@MJYoung1988 Can you please let us know your email address, mobile number, and order number for verification in a DM? Thanks, and we hope to hear from you soon. 2/2",@MJYoung1988:2,2,
"@MJYoung1988 Thanks for getting back to us, Michael. We understand what you mean and have shared your feedback with our team for their awareness. Thanks.",@MJYoung1988:3,3,
"@MachineGunMeow Hi there, thanks for reaching out to us. We're sorry about the confusion and are happy to explain it to you. If you could send us a DM we could look into this further for you. Looking forward to your response.",@MachineGunMeow:1,1,"@rollie1989 @woolworths Yep, defo very random and I’m not sure why have the separate pricing anyway 🤷‍♀️"
