rating,review,recommended,pros,cons
4,Driver,True,"Good app, documents verified very quick","Fixed pricing system, sometimes long hours are required"
2,"Great Benefits, Lacks Proper Management",True,"Uber has awesome benefits, like medical, wellness reimbursement, amazing offices, free lunches and snacks.. etc",Unfortunately many teams lack proper leadership and management. There is no real room to have an impact or work in an environment where you can thrive and grow. There seems to be a healthy amount of bureaucracy and politics rather than actual willingness to change and make better decisions for improvement.
3,Great Opportunity,True,I like the ability to earn whenever I want,I don’t like the small rates for long miles
3,Uber Review,True,Uber offers flexible schedules and daily pay.,"Too many expenses, gas prices and car maintenance."
3,manager,True,great growth opportunity and great management,lot of work - poor work life balance
3,Compensation,True,"Flexibility of schedule

Make as much as you can","Below minimum wage earning

Unfair deactivation of drivers

One sided favoritism (riders)"
5,Nice place to work,True,"Culture, benefits, ownerships and direct work with business clients",Pay range is extremely limited despite your performance or experience
5,Driver,True,"I love it 

Its a great job",I recommened this job to anyone
2,Only 30% of sales team reaching quota,True,"Flexibility and work-life balance

Free Uber bucks",Sales leadership is raising quotas once again while only 30% of organization is reaching their number. 70% of the sales team will earn far less than their OTE
4,Uber review,True,"Lots of opportunities to grow, good benefits, high pay and building a product serves global customers",some team are hard to work with
3,Fair,True,"No discrimination, pays is on time.",At times Uber would send me to deliver long distance.
5,Amazing company,True,"Amazing perks, amazing work-life balance, work feels fun and meaningful, room for growth into different career avenues, free lunch/dinner and snacks.",Creative processes have gotten a little messy.
5,One of the best employers in Kenya,True,A great company culture with decent compensation,After experiencing the work culture you might find it challenging working for smaller companies
4,Great Culture and benefits,True,"Very smart people

Fun work environment

Challenging work

People first company",Lack of career path and growth
4,Lucrative if you’re picky,True,"Flexible, make as much as you’re willing to work, instant deposit, small discount on car service



If you turn down 80% of requests and can do quick math to calculate the rate before accepting, you can make 30/hr. I do. 

Ex: 15min trip for $8-9, lots of half hour trips for $14-16, 40 min trip for $18-20, etc. this means only accepting trips with tips pre added bc base rates are low. You can aim for $25 an hour and post-trip tips added will frequently get you to 30. This is based on Atlanta.","Useless for resume, no advancement obviously, wear and tear on your vehicle, you have to set aside money for taxes"
3,Not worth the pay,True,Great flexibility for scheduling. Great with customer service experiences.,"Pay not equivalent to fair value in this market. Its close, but there's not much incentive."
5,Nice place to work,True,Nice place to work Nice place to work Nice place to work,NA NA NA NA NA
5,3 Months in and LOVING IT!,True,"Diversity is encouraged

Collaboration

Everyone is willing to help and add their expertise when requested

Constant mental health awareness checkins",Use of GoogleSuite to run everything
5,Great Atmosphere,True,"Very Great Atmosphere, Good People, Work on your own timing",Too much of freedom people might get lost
5,Great place to work!,True,"- Excellent benefits.

- You will works with some of the smartest people on the planet.

- There is a lot of effort put into growing and retaining talent.

- Culture is overall very inclusive.",- Wish we had a 401k match.
4,great projects and smart people,True,"smart coworkers, plenty of fun analyses and ways to make change","lots of turnover, not the most diverse team"
4,Great to make extra money on the side,True,flexible and guaranteed earnings when there are promos,work odd hours to get the best pays.have to work some to get any benefits
3,The company does not care about their employees.,True,"Quick money

Easy to sign up

Minimal equipment necessary

You work your own hours","Dangerous

A lot of waiting around

The pay can sometimes be very bad depending on the time of day"
3,Uber Salary,True,The company name offers a LOT of upside in the selling process. Uber was a pioneer in this field and are looking to build a better society for all in the future.,"Company is too large in my opinion. Sales do not get consulted before products are cut for the suite. Manager is great but doesn't have a strictly sales background. Manager is almost micromanaging, I dont work well with micro management. Previously before Uber bough Routematch technology my boss that I direct repotted to was FANTASTIC, but in the merge he got moved back down from sales management to a senior account executive, so it is hard not being able to ask for his advice as much as when I reported to him. Company culture is very different from any jobs I have held in the southeast. Although, it goes whiteout saying that the pandemic is well under way."
5,Good Money.  Terrible People,True,Money and Benefits good and relatively light workload.,Management spends more time and effort talking about doing the right thing than actually doing the right things. Or getting any work done.
5,Awesome Company to work for,True,"1. Everything gets reimbursed

2. Personal iPhone at company's expense

3. No meetings day on Thursday

4. Amazing PF and other contributions other than salary",Nothing as far that I can say is a con
1,NA,True,good insight for interviews and quizzes,getting set up is kind of annoying - should be easier
2,Uber,True,It was very much flexible,No work at not peak hours
4,Driver,True,Flexible and high earning potential,long hours on the road
5,Uber driver,True,Flexible and relay with your schedule . The earning as a part time job is so good.,You will drive your car a lot and you need to think about it’s monthly checkup .
4,Great mission and friendly people,True,Great mission and friendly people,Increasing company size resulting slow execution
3,Great work culture but poor organization,True,First company where I've actually enjoyed what I do.,Often disorganized with little strategy
4,Great Easy Work Opportunity with Quick Start time,True,"As long as all your documents are in order you can likely start working the same week you sign up

Tips can be bigger than expected sometimes","But those same tips help to cover the sometimes inexcusably low paying delivery that was likely the most difficult one of your work day



Not everyone tips! Meaning sometimes you actually make $10 an hour, which in Chicago isn’t even minimum wage, instead of the $38 they constantly advertise."
2,"It's a job, don't expect competent leadership",True,The benefits and Uber credits are nice.,Start-up environment creates culture obsessed with growth without any real strategies or leadership
4,Love the flexibility,True,"My own schedule, great pay, almost zero interaction with humans.","At times you may not get any orders, but it’s usually always a lot."
3,It's okay,True,"Pay is good

Lots of benefits

Several positions","They don't care about their employees like they should

A lot of misinformation"
5,...,True,"own time, no boos, own schedule",you don't have a salary
4,Uber - a start up trying to find its way,True,"Good pay and bonus

Managers are mostly flexible about work from home

Uber credits 

Dara is a great CEO","Work-life balance is an issue

Unlimited PTO is not that great if your manager thinks you need to answer his calls when you are off

Some parts of the business have lost their way (legal/security, HR, etc)

Equity is not up to industry standard"
4,Uber,True,Work when you want where you want,Not enough work in my area
5,Career growth with great people,True,Getting a foot inside Uber has been the best move of my career. The work has been rewarding and there are plenty of opportunities for growth within the company. Uber has a put a priority on career advancement. We are encouraged to seek opportunities within the organization. Work life balance and quality of life has greatly improved with remote work and there will be a flexible schedule when we return back to the office.,"Attrition rates have been an issue. YoY salary increases are not enough. Talented workers get their well deserved raises by leaving to work for competitors across the street. People are using the fact that they work for a well known brand to land better offers elsewhere. Seeing ""X-Uber"" on people's LinkedIn has become the norm."
5,Great,True,Great place to be at,none that are considered major
5,Infrastructure,True,Great experience dealing with prime and cloud.,Too much work with less appreciation.
4,good summer job during covid,True,flexible hours and make your own schedule,very dependent on day for rides
3,Good,True,"Make your own schedule, keep all the money you make no sharing.","Can be slow to get orders, restaurants don't always have clear cut instructions, traffic plays a big role in your work, you do end up waiting a lot!"
5,nice,True,nice driving job in mumbai,awesome work good job in
5,Great company culture,True,"Great work environment, Good culture, Perks, Allowances, Food and Beverages","Nothing, No superiority level, No Junior Senior, Fixed Timings"
5,Good company to work,True,"nice management, good benefits, fast moving company",sometimes slow to accept new ideas
5,Great company to work for,True,Fun fast passed environment to work in.,None really come to mind right now.
5,"Fantastic, fast paced, creative, and collaborative organisation!",True,"Uber has a fast paced, creative and collaborative culture. You will have the opportunity to be involved with many exciting projects and tasks with passionate and enthusiastic people. Everyone is talented, supportive and wants to do their best!","A fast paced environment is not for everyone, to succeed you need to be autonomous, hard working, confident, and committed."
1,waste of time to be uber driver,True,no working under other and no heavy lifting,long hour works out under 6 dol per hour after all cost
5,Couldn't be happier!,True,"""Ideas over hierarchy"" is one of the key company pillars and they really do practice what they preach. I haven't been in my role for more than 6 months, however, I've already contributed to multiple projects that have had an impact across the whole ANZ market. 



They do more for L&amp;D than I've seen anywhere else - really investing in their employees. They also understand the impact of culture on a workplace and put money behind team activities and initiatives.","If you're not used to a start-up environment, you'll need to prepare yourself for the volatility of things changing extremely quickly - process changes, product updates, compliance/legal workflow, etc."
5,Incredible workplace,True,"Culture is incredible, opportunity to move

Into new roles, autonomy to take on and own projects, catered lunch provided, CEO is inspiring, product innovations daily.","If you struggle to work autonomously and respond poorly to change, it’ll be a struggle."
5,Working as a uber driver,True,Flexible shift timings to work,No fixed wages and no superannuation nothing
2,"Exciting business, mundane and repetitive managerial structure.",True,"Network of friends and peers, new opportunities to learn skills and develop insights.","Tiresome internal management and hiring structure, constantly redoing the same projects that have been proven to fail, very little internal innovation, lack of support from local management teams."
5,uber expert,True,multicultural - supportive environment with   face to face communication with seniors is the best thing. i simply love the company!,individuals such as front line employees (experts) should be appreciated more in terms of incentives/bonuses/rewards  for all the hard work they have been putting through.
3,Fair rates,True,You work autonomously managing your work schedule,The application does not show where you are going before you accept the trip
5,Greenlight Hub,True,"- culture

- experience 

- opportunities","- computer based

- front desk"
5,A great place to learn,True,"Fantastic work culture, decent variety of tasks, and very people-focused management team. Management is always willing to listen to suggested improvements and feedback about current systems.



A fast-paced and challenging environment. I always feel like I'm making a difference.","Management is occasionally disorganised. On the odd day,  the Team Leads will forget to communicate things to the Greenlight Leads, so just make sure to follow up to ensure that it's actioned on time."
5,Uber for work,True,"Big company, you get good compensation and really good benefits... Software development culture is enjoyable and growth oriented... Good values like honesty and ethics are really important for them



Definitively a good place to work","As the company is big, work comes on waves, sometimes you do not have a lot, sometimes you have tons... Also, you may feel your visibility dissipated because of how big it is the company, in their defense, they are trying to avoid this, but they still have work to do... This last one is also true for the ""leveling"", meaning, working at Uber, you feel the ""levels"" they have a little bit, they are trying to avoid that, but still working on it..."
5,I had a good experience,True,"I joined Uber through Postmates acquisition. I won't deny that there was a bit of uncertainty. But the leadership ensured that the uncertainty was handled in a graceful fashion. Managers were very supportive throughout the process on both Uber and Postmates sides.



I have had pleasant experience working with the engineers at Uber. People are really helpful.",The mission bay office is far from Bart so I am hoping that the company will setup some form of a shuttle service from south/east bay to the Uber HQ.
4,Better than minimum wage,True,"Make your own hours, tips based on performance","Not always in demand, some wear on vehicle, driving expenses"
4,Not a bad job,True,Flexibility and you are able to start whenever and end whenever,long wait time between rides
3,"Sometimes good, sometimes terrible",True,"Good opportunity to learn and be a part of a good company, good product",They're all talk when it comes to culture
4,Great,True,"very convenience, work any time you want.",Uber should now give health insurance coverage to his drivers.
4,good,True,Definitely had a great experience working here and a lot to learn.,Should have kept hold on employees in pandemic.
4,Make great money quickly,True,"on your own time, pick up deliveries you want, quick food drop off","uber's gps, rude people, long waits for food"
4,Well paid,True,Benefits allowance and insurance paid for,Nothing so far the company does pay well
4,Uber Pays,True,"-flexibility 

-great pay 

-good customer support","-uses mileage 

- poor restaurant support"
5,i was a platinum driver.,True,"I'm able to drive my own vehicle to and from the work,",I was not able to drive at night.
1,No where to go,True,I can work when I want,Dealing with entitled passengers is exhausting
2,Terrible Environment,True,"As a younger employee who has worked here for 2 years, 

- Very fast-paced environment (you get to have all the control over your work from the get-go)

- cross-country network (you get to connect and work with people all around the world easily through Slack)

- Resume building (you will be working with some of the biggest firms in the food industry, which will enhance your resume)","- There is neither job training at the beginning nor reliable managers you can reach out to when you have questions. 

- Senior management team has no clear direction on what they want to focus on for the next 5 years. They also have no understanding (or never try to understand) of what people on the field (like account executives, customer success managers, etc...) are struggling with and still keep bugging you with impossible questions and quota 

- We do not have any market research team that is collecting customer/user data (which is unbelievable), so we are inferior to all the other competitors in terms of consultative approach to clients

- It is easy to take days off, but your clients could blow up your phone at 10 pm or 7 am on weekends

- Clients are extremely rude and aggressive."
5,Fun place to work :),True,"Free lunch,

Participated in different events

Energetic working people

Snacks and other perks","No cons

No cons

No cons

No cons

No cons"
5,Flexible and growth opportunities,True,"flexible hours

growth opportunities

competitive pay

good benefits","lot of hours

growth opportunities are abroad"
4,Great place!,True,"Really great folks, driven design","Upper management is a bit wonky at times, not sure what goes on there"
2,"Great pay, but burnout is guaranteed.",True,"- Compensation is great, plus bonuses.

- Difficult problems to solve.

- Talented teammates.","- Extreme burnout, leadership doesn't care. 

- High attrition and frequent reorgs.

- In constant legal battles that affect stock price."
3,Has opportunity to be great but trending towards mediocrity,True,"- lean teams, not bloated 

- large scope for impact at all levels

- lots of talented people from top companies

- beautiful new workspaces in the Bay Area 

- Competitive salaries and benefits","- not winning against DoorDash in food delivery 

- cultural and organizational challenges add a lot of friction day to day

- regulatory headwinds will continue and likely increasing slowing growth"
5,best,True,best best best best best,low low low low low
5,Good company,True,"Challenging environment 

Strong leadership

Nice perks",I cannot find anything bad tbh
4,Great Company,True,A great option for the service industry,App used could be improved
3,Glad I got the stock!,True,"Opportunities galore, lots of space for collaboration, lots of benefits (Harvard Biz School etc.)",The culture in our department was really negative .Not creatively led. Poor process. Uninspired leadership (at the time).
5,Amazing,True,"Best care for employees and their Immediate family members.

Uber cash or credits every month

leverage to work on interests",Don't have anything specific to mention
5,DRIVER,True,Hours free time work when you want,Bad customers car matience long hours
5,Good,True,Great working culture and good benefits,Employees can be very political
4,"Challenging, interesting work, erratic leadership",True,"challenging work, surrounded by brilliant colleagues","oppressive and erratic senior leadership, little strategic alignment across verticals, constantly restructuring teams making collaboration and consistency extremely challenging, arbitrary policies that impact talent attrition"
4,Great team and smart people,True,"Well known company, incredibly smart people, and a leadership team who genuinely cares about Diversity &amp; Inclusion.",High work load. Promotion process is opaque.
4,Benefits,True,"Cabs, Free food and well being benefits","Slow growth oppurtunities, should be more organized"
4,Extra cash,True,"You make your own schedule 

You can decline any trip you don't want to take

Great for servers or people with irregular schedules","It makes doing your taxes more complicated. 

No health insurance"
4,Great for retired part-time drivers,True,Flexibility and fun meeting passengers,Low pay and deprecation of car
3,It's a great company if you are in a good area,True,Pay is good after I was laid off went to work for Uber it was good money during the pandemic,No so great pay after the pandemic
3,Working at Uber,True,"Uber credits 

Free lunch at work

Drinks on a Friday

Free online courses available if you want to upskill","No work-life balance

Long hours 

Little pay for the amount of work you do

You cant work from home

You sometimes encounter rude driver partners"
3,Quick cash,True,Fast and available at most times.,Extreme wear and tear on vehicles.
5,Good WLB,True,Good WLB; High impact; Smart Colleagues,Reorg may happen too frequently for some people
2,Chaotic,True,"Solid compensation

Market leader, international presence

Social coworkers","Chaotic and inconsistent engineering practices

Not an engingeering-driven culture despite billing themselves as a tech company - too quick to utilize ops bandaids over technical infrastructure

Tight deadlines

Questionable ethics"
1,Lord of all scammers in the world.,True,Sometimes the surge pricing will bring some money,"1. No Mileage compensation

2. No Benefits

3. 60 cents a mile - really uber? ????

4. can not see passengers' names before accepting offers.

5. no price guarantee

6. sometimes 2 bucks ride. a homeless makes more in the meantime.

7. how come 10 bucks is not the minimum ride pay?

8. die without health insurance

9. lose your new car in three years.

10. No unemployment

11. Can't see pickup or destination location.

12.  Can not see destination before you pick up the customer in your car"
3,Delivery,True,Money is decent full time,Wear and tear on car
3,It takes a lot of passion to work for this company for a long time.,True,Experience working for an innovative company,Internal interests are often not aligned.
3,Good place to work,True,Good Place to work and learning options are good,Nothing to report and more region specific
5,Interesting,True,The team is great and the work is interesting.,The benefits were better in my previous employer.
5,Great company,True,Good autonomy in hong kong office,Lack access to product decision in sf
1,Not a great place to work,True,"$200 / month credits for Uber / Uber Eats

Coworkers are uber intelligent (see what I did there? Haha)",Miserable company culture. Everyone works 60 hrs a week - and weekends in the office. I've never been more excited to leave a company.
4,Drive customers,True,"Work is flexible , you can work when you want to.",No hourly base pay to make up for down delivery time.
4,Great work environment,True,"Flexible Hours, Good Benefits, Diverse Learning Opportunities",Ineffective Management/Internal Affairs can be a hindrance at times
3,Uber Eats Driver Review,True,"Flexible schedule

Make your own hours","Low fares

Demand is somewhat unpredictable"
3,Fast paced,True,Multiple opportunities can be good,Over competitive and too many people per processes
5,Awesome Place to work,True,"Organised structure, great project work and team. Best tools and technologies to improve structure",Not any cons observed so far
5,Great place to work,True,"Flexible hours , nice boss",growth may sometimes be limited
5,good,True,i enjoy it - fast paced,"doesn't pay much, still fun though"
2,Operations Manager,True,Good benefits and a highly motivated team,"Excess workload, Relentless timelines, No salary reviews"
2,"Decent job, not worth it long term",True,"Discounts on rides/food

Monthly credits

Good benefits","Lack of internal growth 

Poor leadership"
5,"Good benefits, ok wlb",True,Learning curve and internal opportunities,"Bad productivity tools, unclear marketing strategy"
2,Okay,True,"Freedom, autonomy, fun yes yes","Lots of driving , not super “cool”"
4,Fine,True,"Competitive salary and benefits, solid tech culture",It's a company that's never made a profit. Take that as you will.
4,Uber Eats Driver Review,True,You can set your own hours. Everything you need is on app.,Business can be slow at times.
3,COE review,True,"1. Uber allows to be yourself. You don't need any kind of pretense to work and collaborate with others. 



2. Fairly paid (I know subjectivity but still). However this is only for the base salary. I can't say that for bonuses and yearly hikes.","1. Culture: The leadership isnt invested in people as there is no definite intent for employee happiness. While there are systems like employee surveys in place, the drive to act and follow up is weak. 



2. Compensation: The promised compensation like company shares do not exist if you are in the specialist role. I did have it on my OFFER LETTER. But the organisation retracted it and gave a cash remuneration which obviously doesn't lead to an equivalent share value considering the company was going public. 



3. Unorganised approach: Was a bit shocked to see the leadership running a young organization in a very traditional way and totally lacked empowering young employees to innovate and pursue their ideas. 



4. Lack of internal tools:There are minimal tools to make your work easy. Especially when it comes to tracking your own productivity and efficiency. 



5. Performance management: Needs global overhaul in terms of standardising perf management system. Every team has thier own way of measuring performance which obviously leads to payment disparity. 



6. Hiring: Was promised a relocation support (cash plus other support) which I was denied when I reached the city. Moreover the hiring teams are highly unorganised when it comes to follow up on interviews, feedback on candidates etc. 



6. ""Mathless HC planning"": No teams have a math around how and why they need to hire the number of folks they do. They believe they'll be able to spin out a role for everyone thry hire but that's not true. This is reflected in the way employees are shuffled and shifted from one to another more too frequently."
3,So-So,True,Fast side money to supplement full time job.,"Wear and tear in your vehicle, gas costs, waiting around, rude customers, bad tips or no tips."
5,Hi,True,There are none. The belief of the customers so quickly,Wear and tear on the vehicle. Mcdonalds lines lol
4,Uber Eats Driver,True,"Flexible hours, tips, low energy","Slow hours, waiting for long periods of time"
3,"Fun problem space, lackluster compensation, bureaucratic morasse",True,Love the problem spaces of transportation and the movement of goods. Feels like you're making tangible improvements to the cities around you.,Projects get stuck waiting on approvals or getting buy-in from other teams. Compensation is so much better elsewhere that it's hard not to feel a little undervalued there.
4,Good place to work,True,"- Above average industry pay, however, less than many other tech companies (eg. Netflix)

- Free Uber credits

- Good quality lunch/breakfast at work",- Uncertainty in companys profit making abilities.
5,N/a,True,"Flexibility, fun, entertaining, exhilarating, be your own boss",The app needs a lot of work
4,Great for a limited time,True,"company culture, diversity, fast paced",limited career development in the GL
4,It nice to drive,True,"Friendly stuff, nice contact and lot of work","Poor salary, angry clients and managers"
4,Great place to start,True,"company culture, fast paced, diversity",limited career development in the GLs
4,Nice Gig,True,"Work when you want, how you want","No benefits, as any self-employed gig has"
4,Triage Apecialist,True,Quite a pleasant work environment,Sometimes it can be a bit stressful
5,Uber Eats,True,"- good flexibility

- good income",- much physical energy consumtion
2,Bad,True,really bad experience in 2 years,No growth at all for 2 years
4,opinion,True,"team, hustle, ownership, fast paced","business strategy, experience, team coaching,"
3,Long hours,True,"Flexible working hours, self employ",Long working hours with low paid
3,"Hours are long, but work/life balance was ok",True,"You can leave work at the door when you go home,","hours are long, hard to see a path to progress anywhere"
3,"Good as a starter job, not a long term career.",True,"Wages are higher than most other call centres. Health insurance, stocks and monthly credits. 



You will meet great people inside there and they really make your time there better. 



Free food and snacks while in office. Office located in Limerick city centre which is ideal if you want to do some shopping on your lunch hour.","Communication. This has been a consistent problem during my time at the company and it has been highlighted in every yearly employee satisfaction survey. This was particularly evident in the redundancies that were carried out during the pandemic, with affected employees being kicked off the system with immediate effect, after reassurance that the process would take some time.



I was lucky I was not one of the affected employees, however, it really opened my eyes as to how disposable I was. This also resulted in 1 employee doing the work of 3, shortly after the redundancies were finalised, as inflows started to rise substantially and KPI expectations also rose, which were a lot more difficult to achieve.



Work life balance was also a challenge as the shift pattern consisted of 11 hour shifts, working every second weekend and changing start times every 2 weeks (8AM - 7PM &amp; 1PM - 12AM). Moving to remote work only made these shifts more difficult. The nature of the line of business required 24/7 support, however the shift patterns are drawn up in the most complicated way possible.



Little room for progression unless you make yourself known to higher management, which often lead to the wrong candidate being selected.



Interview process for promotions quite difficult with creative tests given and no preparation given to those going for said promotion.



Flexing to other lines of business with little to no training given."
5,Incredible Culture,True,"Great perks, friendly environment, incredibly culture","No annual payrise, young workforce"
5,N/a,True,I enjoyed meeting lovely new people,The cost of petrol was a con
5,Great company to work for solving interesting problems at scale,True,"* Great talent pool - always something to learn from senior management

* Objective and bias free management - culture which keep performance on top and hones talent

* Open culture - no mindgames, no company politics, everyone joins hands to get stuff done","* Lack of focus - They keep doing too many things at the same time, this causes distractions and prevents us from going deep in one stream"
1,Great Company with a really bad support structure,True,Make your own shift. Start when you want to start and quick when you have had enough. Freedom. Its great really.,Done you ever have a problem and try to talk to support and ask for help. You will get none. You will get the biggest run around and promises from employees and their supervisor but NOTHING will come of it. I have not driven since 6 weeks because of a document stuck in the system and nobody has an answer. Yeah. Its a great company until you have admin issues. Then they suck...
4,"Great people, fast paced and innovative",True,"Great people, fast-paced and innovative","Future unclear, lots of attrition"
5,good job,True,"no boss, and you make your own schedule",gas and mileage and tire wear
5,Best place to work,True,"highly qualified team

the best organizational culture i have ever seen

100% horizontal communication

freedom to manage your times

real growth opportunites","the workload is high, all the time"
4,Job,True,Friendly environment Challenging workplace Great minds,No downsides as such for now
4,Great Organization to work with,True,"Good Benefits

Best Culture and adoption

Lot of opportunities to learn new things",Nothing yet. Loved it so far
4,Uber Review,True,Very convenient and stress free work,Business is not always consistent
3,"Attractive opportunities, but growth is limited",True,"* Open to newness

* Young and excited crowd

* Creative people

* Super Customer-centric

* Great perks","* Management issues

* Lack of personal &amp; professional growth

* Less pay

* Not a stress-free environment"
4,Used to be a great start up,True,"Flexibility, competitive pay, good working environment",Apathetic colleagues and hypocrite managers
5,Great place to work (as an employee!),True,"Great place to work. Awesome campus, great teams!","A lot of work to be done. A bit disorganized, and a lot of coasters."
5,A great please to work,True,"Ethics and principles are strongly the base of every decision making, and there's always the aim to do the right thing.",Enter is very hard as Uber has a high demand of candidates
5,Great place lots of learning,True,"-lots of learnings

-great benefits

-smart colleagues",-not the best work life balance for my team
3,"It's good to know this job is always there, but not always dependable.",True,Make your own schedule. Find new places to eat. Explore the Phoenix metro. Make people's day by bringing them food. Make tips.,Hard on car. App isn't always reliable. Low pay.
1,Terrible,True,"None, they are awful and don't know how to manage a sales team.","There is no commission, who's ever heard of a sales job with no commission?"
4,"Great pay, great minds, but wavering projects",True,"Great pay, great minds, great tools",Projects and people change/leave frequently
5,Great flexibility,True,"Free college tuition, health insurance",You don’t make money when it’s slow.
5,great company,True,many benefits many benefits many benefits,stock is not great.stock is not great.stock is not great
5,Supply ops,True,"leadership

time management

project managment

stakeholder management

cost effective","cost beneficial

employee groups

salary bands

hikes

inclusion

time up"
1,no appreciation no money no management,True,Work your own schedule but you need long hours,"it doesn't matter if your good or not or your rating is good,,they took away all my points and im back to zero after one year working during the pandemic with no complains and now im like any other driver that just started plus they can give you far trips for few dollars so you have to do lots of trips to make some money and if your working on Uber drive you will never get tipped except rarely which is very weird,,,

they have the worst management in edmonton where i think they can do really well if they have better management..one more thing the rating system sometimes not fair specially for ubereats drivers cause a customer may give you thumbs down for some reason that you cant know and cant even discuss"
4,Uber Driver,True,"No, No, No, NO, NO","Yes, Yes, Yes, Yes, Yes."
4,Great place,True,Great company with great people.,None that come to mind.
5,Amazing,True,"Great office, super talented and fun people",None that I can think of
1,Work somewhere else,True,You can work whenever you want,The only job I ever worked where you make less money the longer you work for them
4,Fair,True,One of the greatest start ups,there are nothing much to catch
5,Life at the Greenlight Hub...,True,"- Management truly care about you. The support I've received from management at Uber is like no other I've experienced before

- The team is amazing. Everyone understands the goal and supports each other to achieve it. I've met many great colleagues here who I now consider my good friends

- You can be your true self at Uber

- Agile environment. Very fast paced and ever-changing. This makes working here so exciting

- Inclusive environment/management is transparent 

- Flexibility

- Encouraged feedback culture

- Free daily lunch","- Responsibilities are split between experts to improve efficiency, although not quite sure if this is actually improving interactions with partners"
3,Director,True,Innovation and autonomy and distribution,Culture and values and ambiguity
4,Uber Expert,True,"Culture is great, Inclusive nature",they Dont treat Drivers great
4,"Great Relaxed Work Environment, Amazing People",True,"Get to work with so many amazing people and make great friends. The young nature of the company means that there is a huge amount of change happening every day, and it's an great feeling to see a project that you worked on get launched in just a few short months and get rolled out to the rest of the world. The receptiveness of new ideas is a huge pro, as it allows Uber and Uber Eats to continuously evolve and streamline it's processes.","Although having a relaxed office can fantastic, sometimes it's a little too much, and it feels like more of a social hangout than a proper work environment."
3,The definition of a love/hate relationship,True,"*Smartest, most talented crew of people you will ever work with

*Perks like Uber credits and in-house catering

*Never a dull day -- you will learn more than you'd ever expect","*Constant media attention and internal drama is soul-crushing

*Underpaid and overworked

*The need to always be ""on"" -- it takes a toll, no matter who you are"
4,"Great company &amp; culture, management so-so",True,"- Great extras such as free food

- Great people

- Nice culture &amp; office","- The management was kind of full of themselves 

- They claim to be very open minded but heard two managers talk condescendingly about some of their employees. But I can't say that this is a reflection on the entire company, maybe it was just those two."
5,If you are willing to get your hands dirty and make a huge impact this is the right place for you!,True,"I could list the pros all day, but here is a select few: 

- awesome team: 95%+ of the people I work with at Uber are amazing and people, who I consider friends, not just colleagues 

- you can be yourself: want to wear shorts and thongs to work? this is the place for you! In my experience you can be your authentic self (whatever that may be!) 

- treated really well: despite what you might read in the press, Uber is not an evil company trying to take over the world. At all levels of the company I have found that everyone treats each other with respect and values their ideas and opinions. Sure there are a few bad apples, but the great people far outweigh them!","- it's a bloody lot of work: if you love to take things on cruise control this is not the place for you. It's definitely not a 9-5 type environment (and I hope it never becomes that!) 

- public scrutiny: you need to be thick skinned as not everyone will love Uber as much as you might. Whether it's an unhappy driver partner that you need to win back over, or a know it all relative at Christmas lunch, you will find yourself talking about Uber 24/7 (and often defending/explaining the company). It can be draining and you need to be ready for that. 

- crazy amount of change: personally, I love the pace of change, but it's definitely not for everyone. If you like routine and hate ambiguity and seemingly endless changes this is not the place for you. If you are happy to roll with the punches and make the most of every situation, then you will do just fine."
4,Overall I'm happy working for UberEATS,True,Flexible. No middle management to answer to. Good rate if you work fast and efficiently. Communicate well through emails to drivers and riders. Increasing business coming online. Local Greenlight Hub.,Awful support. Unable to deliver during bad weather. App sometimes has issues.
5,Challenging but exciting,True,"Awesome perks

Lots of autonomy

Switched on team

Stuff gets done

Lots of upward opportunity","On-boarding is not the best, leading to a steep learning curve

Lack of clear responsibilities means you need to define how you want to work

Confusing org structure means it is hard to know who to talk to"
4,"Organised Chaos, But Getting Better",True,"- fast paced environment

- encouraged to share ideas

- encouraged to pursue/prove ideas

- Aware of problems and taking strides to resolve them

- best corporate parties

- high autonomy

- inclusive environment

- fantastic benefits

- Significant work being done to make the culture/values positive and inclusive","- compensation could be higher

- I've maintained a strong work/life balance, as the company encourages this. However, a large proportion of the work force at Uber do not. As a result, I have concerns that that is expected of me from my team. 

- Not all Senior Management in ANZ seem to be aligned on the future of Uber. We'll have to see if there's proof in the work completed over the next 12 months

- lack of consistency worldwide in job role. As a result, compensation is not necessarily reflective of work performed"
3,Not worth it anymore,True,"some good people, potential for impact","poor decision making, political, comp below market"
3,"Fast pace, helpful colleagues",True,Fast pace and helpful colleagues. Thrifty to staffs,Thrifty to staffs on compensation and benefits
3,Not a people-centric org,True,some very smart people work here,"large corporate structure, inflexible, too much time in meetings."
5,Good company to work with,True,"1) High Growth Opportunities

2) Good benefits

3) Company invest in you career development",1) Have not found any till date
5,test,True,Good salaries and quality of work,A lot of work oadkok okaa
5,ops,True,"challenges, excitement, changes, leadership, growth","challenges, time, weekends, deadlines, constant change"
5,Uber - The org,True,One if the best organizations in terms of culture and adoption. People literally build things while on the go!,Can’t think if any tbh!
2,Salary,True,Benefits and schedules are good,Pay and career advancements. Managers can suck.
2,50/50,True,The flexibility is very nice.,The pay is not so competitive.
4,"Overall, great team to work on",True,"Teams, opportunity to work on large scale projects that have a global impact",Matrixed organization so there's a lot of teams and departments to navigate to get work done
