rating,review,recommended,pros,cons
3,Customer Experience Associate,True,"fun culture, tons of perks","tech bro culture, cross-departmental communication non existant"
3,Real Flexibility,True,"Team Work , Flexibility , Agility, Flat mangement","Dogs , nothing else really!!!!!"
4,Focus on product and customer experience,True,"I left my previous job working in Corporate Strategy for a growing software company to join Lyft as a Data Analyst 5 months ago.  I was looking for an opportunity to drive growth in a company where product and customer experience came first, and while I had experience working in finance and executing executive-facing projects, I came in with little-to-no SQL and formal analytics experience.



Ramp-up time was a brutal exercise of multitasking and juggling requests from stakeholders, but it pushed my performance and execution to the next level, and I was (and am) empowered every step of the way to use my own judgement, time management and prioritization.



Pros include:



- fast paced work environment with a bias for action and learning by doing

- opportunity for executive exposure and recognition

- driving real business impact

- personal empowerment and a work environment with little oversight (if that's your thing)

- San Francisco HQ

- perks--Lyft credit, food, happy hours, unlimited PTO","- Hyper headcount growth means that departments are quickly become siloed and quality mentorship is hard to come by

- Dealing with multiple stakeholders is a constant exercise is managing expectations

- Unclear what the future career development path will look and feel ($$$) like--challenge with any startup"
3,"Excited going in, disappointed going out",True,"- dog friendly office

- catered lunch and dinner 

- all the snacks you could want 

- dedicated and intelligent co-worker's 

- easily accessible executives

- large opportunity for mentorship","- many management decisions are poorly thought through (ex. The move to Nashville for some teams on operations weakened the support team as members who were not chosen to stay moved on to other opportunities, leaving the remaining members to pick up the slack during a busy holiday time with an increased volume of work) 

- communication across teams is very weak

- upper level management can be ""out of touch"" with mid to lower level employees

- little transparency from upper level management"
5,Cool company with Impactful Projects,True,Really interesting work with a really smart team. You will be given a lot of responsibility from the day you join and opportunities to be very impactful,"sometimes things are a little chaotic due to the nature of it being a high intensity work environment. There isn't that much direction a lot of time, but different people will thrive or fail in that environment"
5,Data Scientist,True,"As a data scientist at Lyft, I get to own an important algorithm.

My work directly affects the company's success, in an objective and measurable way.

The company's culture encourages ownership and innovation. it's about bottom-line results, and how I achieve them is entirely up to me.



Lyft is a great workplace if you want to own an important piece of the product and take responsibility for its success.",The office is in San Francisco.
5,Great place with excellent values,True,"- community oriented

- great culture

- excellent colleagues, especially in engineering

- lots of interesting projects

- lots of interesting ideas being explored

- the CEO and President are like best buddies forever

- the CTO and VP Engineering are both outstanding

- there is a reasonable amount of fun activities (sometimes too many)","Almost always, the A-players at Lyft are those who deeply understand our mission and exemplify our values. They naturally do great work.  Others (a minority) need to be helped, sometimes this is difficult."
3,"Cool culture, Lack of transparency and growth",True,"* Company culture is absolutely amazing. Really bright and focused individuals work here and the office is absolutely stunning.

* The catered meals, fully stocked kitchen, cold brew tap and consistent happy hours keep employees really happy.

* ""Free"" rides are cool, but it ended up getting taken out of paychecks so maybe not so cool.

* The people were what made the job worthwhile.","* Pay was not sufficient in order to happily live in the Bay Area. Definitely below industry standard.

* Lack of actual transparency. Lots of news kept in the upper division of the company and not dispersed to all.

* Disconnect between support and upper management."
4,Feels like a lot can be improved but huge opportunity for growth ahead. My question is - will it happen quick enough?,True,"Small teams, chill culture, beautiful women, good food, amazing data gurus, waking up everyday knowing you're helping solve the ""traffic problem"" is really inspirational",Very little equity. Not enough communication from CEO. Needs more meetings with high level management as the teams feel lost in terms of direction and day to day grudegework
3,Support Associate,True,"Tasty snacks, mostly fun and vibrant people among middle and lower roles","Incompetent management, lack of internal communication between teams, reckless promotions"
2,Lost what made it special,True,"Free lunch, smart and dedicated co-workers at the lower and middle levels, dog-friendly office, monthly Lyft credit (though heavily taxed), health Insurance, beer &amp; wine at team meeting every other week, all the swag you could want.","Low pay compared to other SF companies. No one held accountable for mistakes. Performance reviews are frustrating, slow, and don't reflect time period they supposedly cover. Good luck getting equity. Actionable feedback is difficult to get. No communication across the company; teams just do stuff and don't inform other teams it will affect. No strong leadership. Arbitrary cost-cutting that doesn't seem to make sense."
5,Brand + Culture = Uplifting,True,"Huge upside startup with crazy growth (Make it Happen - Core Value)

More ownership, smaller teams, creating processes (Create Fearlessly - Core Value)

Fun loving Culture, Relaxed work environment, employees treated well (Be Yourself - Core Value)

Industry leading perks and benefits; unlimited PTO, Lyft Credits, Clipper Monthly Credits (Uplift Others - Core Value)

Great world class Engineering team; top level Software Engineers","No shuttle for South Bay (but we get Clipper and Lyft Credit monthly)

Growing out of HQ (too many high fives on the way in - new office in future)"
5,Design Contract,True,All of the employees were incredibly kind and amicable. They catered lunch everyday and had really great snack options. The facility was very nice also.,The employees seem overworked. It also seemed like the business was winding down in some ways. I don't think they were able to hire the folks that they needed to.
5,Best two years of my life,True,"- Amazing culture

- Friendliest employees

- Dog friendly office!!!!

- Opportunity for upward mobility

- Lots of exposure to senior level leadership

- Amazing perks and benefits

- The company really does invest in their employees and makes sure they have all the necessary tools and mentorship needed to succeed","- Amount of Lyft credit given every month could be more

- Not enough parking spaces in employee parking lot"
3,LYFT CAMPUS AMBASSADOR,True,It was really cool to be able to take control of recruiting members to join LYFT on campus. I was able to make a lot of money by having my own sign up code,Receiving your payment was such a pain. You have to trust your LYFT MANAGER to give it to you. You also have to trust him/her to keep track of who gets paid. I feel like I was cheaper out of some funds.
4,"Fun atmosphere, terrible pay",True,"Lyft strives hard to create a fun, inclusive, and community driven atmosphere. Catered lunch. Fun events.","No equity for non-executive employees. Low pay. Terrible internal communication. Product focused, not customer focused."
3,Operations Associate,True,Great people to work with and a lot to learn. Moving around within the company is fairly easy. Lots of gimmicky perks like lunch every day and an open kitchen stocked with snacks and drinks and even kombucha and cold brew coffee.,"Horrible support from HR. Salaries are consistently 20-30% under the industry average and they are unwilling to reconsider. Promotions are based on a timeline, not on merit or accomplishments.  There are no end of year bonuses. There is no 401k matching plan; they are ""too small of a company to offer that"". Overall, a great place to get experience for your career, but not a lasting place to continue your career."
5,Fantastic so far...,True,"Great culture, fast moving, high levels of ownership","Crowded office, redundant teams that have very similar roles across orgs"
4,Could do better,True,"- Free lunch/food

- Commuter benefits (although you could pay $250 for a monthly parking spot) 

- Young/friendly office culture","- Not enough experienced direct managers 

- Scrambling to solve issues --- very reactionary vs. proactive 

- Embarrassingly low pay 

- Not many opportunities to move up"
5,great place to work,True,"great atmosphere and perks, creative environment","low pay, not a ton of opportunities for career advancement"
2,Changing how we get around,True,Passion for changing the way people get around cities and disrupting an old industry.,Not enough focus. Too many cooks in the kitchen.
5,Lyft Recruiting,True,"Company is transparent, execs are easy to talk to and accessible, innovation and new ideas are welcome.","Fast moving companies require everyone to work hard. You will be expected to participate so if you're looking for less involved role, this may not be for you."
5,Great So Far,True,"Lyft has cultivated a company culture that seems to fit with its brand promise - friendly, inclusive, and quirky enough to remind you there's a soul behind the slick operations.","The rapid growth will test Lyft's ability to feel like a family. That rapid growth also stretches HR capacity, so recruiting can be a slow process."
5,Excellent culture!,True,"A very collaborative environment, yet you'll get to speak up as an individual. All teams are very supportive and respectful to each other, everyone cares about the company and no egos around here. Perks and benefits are awesome, playful environment, location is great.","Team structure and creative process has rooms to improve, but that's not really cons, it's just growing and it is being improved."
4,The teenage phase is rough,True,"Incredibly smart and kind folks. Free food, if you're into that kind of thing. Definitely a fun product and hard problems to solve.","Still young minded, but no longer a young company. They need to get out of the teenage phase asap and start acting like a bit company. With that said, their culture couldn't sustain a fast move in to that, so it's a fine line. One that I hope they breach. Depending on your role, work/life balance isn't a thing, but it can be if you view it as just a job."
4,New to the company in engineering but its exciting,True,It is a great atmosphere and a fantastic attitude.  Everything here has the feel of a company that takes care of its people and wants people to enjoy it.  The amenities are real and vibe is great.  It is a company that preaches what it means and means what it preaches.,I have had a hard time adjusting to meeting people and breaking into the company socially.  Since some of the teams are so silo'ed vertically it seems that its hard to interact with people around the company.  Its also growing so fast that I feel like people might be slipping through the cracks.
5,Lyft is all about community and collaboration,True,"The people who work at Lyft really embody the company's values. Everyone, including executive management, is extremely approachable and down-to-earth. The company culture has a great vibe - positive, collaborative, and uplifting / supportive. Makes me happy and excited to come to work each day!",The company is rapidly expanding so it's tough to keep up with all the people joining and how teams are quickly changing.
5,Newly hired iOS developer,True,Great projects that people are extremely motivated about. Really friendly and social atmosphere. Smart people. Great work/life balance. Opportunities for impact and influence. Use of Swift highly encouraged. Fast release cycles.,"Derth of open-source opportunities on iOS, though there are iOS developers here who are big contributors in their free time and pushing for more work-related opportunities."
3,Support Associate,True,"• Catered lunches every weekday and fully stocked kitchens

• Spacious building

• Really good benefits","• Embarrassingly low pay for non-salaried employees

• A severely unfortunate focus on quantity over quality

• Support being outsourced to third party companies in Asia to lower costs

• With the new board of executives, comes stringent cost-cutting

• No 401k matching"
4,Operations Manager,True,Great company culture where co-workers tend to be more like friends than work associates. Young people come together to create something bigger than offering a ride to a stranger.,"Because co-workers tend to be more like friends, if you aren't the super social type, you're frowned upon. It's almost as if the expectation is to hang out with everybody, everyday after work. And if you've got a family, forget about it! They don't get it.



Oh, and pay for the vast amount of work could be better."
5,Great Company!,True,Great work environment and vision for ride sharing business,No cons to report as of this writing
5,Fun and smart co-workers in a company driving innovation,True,"Unlimited PTO, free lunch, great culture of fun &amp; nice yet hard working employees, good perks, room for career advancement, dog friendly.",HQ not on direct public transit line; must be able to pivot and problem solve in a fast paced environment
5,Fast-paced and exciting place to work,True,"-transparency into the company and all business decisions

-high impact

-interesting technical problems that are tangible in the real world

-great culture","-not enough process around certain things

-not good if you don't like dogs"
4,Fun place to work.,True,good coffee. like the cereal selection.,Don't like the hipsters around this place.
5,It's all about the people,True,"Lyft has managed to create an immense sense of family. Everyone who works here is driven by a similar mission, and it becomes infectious. It makes it easy to look forward to work every morning when you get to hang out with such wonderful people.","As we've grown so rapidly, there are certain times when communication between teams breaks down, causing occasional inefficiencies."
5,Best career experience yet,True,"- Amazing manager who takes good care of me and my career goals

- A great team who works really well together 

- Positive and collaborative company culture",Nothing truly noteworthy at the moment.
2,Ops Department,True,"Free food, great people, fun place to work.",Novice management and reckless promotions.
5,The best place I've ever worked,True,"Everyone here loves what they do, and the passion is contagious. As a software engineer, you get to work on some really interesting behind the scenes projects that are core to scaling the business.","It's a start-up, so things can be chaotic at times, but I personally enjoy the start-up environment. If you're looking for a clear structure and management of the type you'd find at a big company, this is not the place for you."
5,Lyft is great!,True,"Flexibility

Investment in employees

Excellent money

Virtual company","Virtual company

Limited communication outlets

Some glitches in app

GPS accuracy"
5,Awesome company to work for. Amazing people and smart management,True,"-Great product and brand.

-Upper management really cares and listen to both employees and the community

-Good pay (for my role at least)

-Free lunch, monthly commuter benefits

-Free Lyft credits occasionally

-Positive and encouraging work environment

-barely any micro management.



*************

I just want to clarify a few things with regards to the driver complaints below:



-It is very difficult to get a low rating with our system. A 1 star or 3 star rating doesn't bring down the overall average as much as one would think. You would have to be earning low ratings consistently and over a long period of time (months) for the system to really start lowering your overall star ratings.



-We have a very big community of drivers and passengers, sometimes it can take a little longer for support to reach out. But by no means are we singling any body out. Support folks work the hardest and often after hours, so it's understandable. Patience is a virtue my friend.



-Unfortunately, sometimes the passenger experience can be unpleasant. That's why we allow you, the driver to rate the passenger after each ride. If you give him/her a low rating, that person won't be matched up with you again. 



-With regards to navigation, drivers should always ask the passenger if there's a route they prefer. But navigation could also mean your driving style. Safety will always be the #1 priority for our passengers and drivers.



*************



Disclaimer: This review is voluntarily written.","Not really any, just typical growing startup problems. Some politics, but which company doesn't have politics?"
5,"Amazing people, doing amazing things.",True,"-awesome culture

-free lunch everyday

-transparency b/w upper management and employees

-creating a product that is engaging the community

-the energy is always so positive every day

-this service is bringing social media + real people together. Bringing back the human aspect","-big workload and fast pace. I see this as a good thing, and it is not unique to Lyft. You'll see this at any successful startup

-compensation is on the lower side. But in my opinion, the benefits of working with these people outweighs the salary

-can't really think of anything more! love these guys"
5,"“Amazing team, incredible product. Proud and humbled to work here.”",True,"Team camaraderie, energy, and creativity focused on solving an amazing problem.","Non really, just your normal startup growing pains."
5,"Great, fun company!",True,"Fun office, flexible scheduling, nice coworkers. The office is really nice with cool art on the walls, a stocked kitchen, and plenty of dogs around all the time. They also compensate for travel on caltrain/muni.","Not the highest pay, especially for living in San Francisco which is so expensive."
3,Underpaid,True,Freedom and flexibility in work schedule. Be your own boss.,Underpaid. Long hours. Inconsistent. Less than 50% of fare goes to driver.
5,Good,True,Good good good good good,Not that bad in my opinion
4,Lyft hub,True,Working for Lyft I feel lots of freedom and support. Personal development is encouraged and higher up are proactive in helping others in their upward journey.,"Working in this position is nice and comfy, as an empath I would like to see drivers treated with the same respect as office menbers."
5,Great place to work,True,"- Autonomy

- Fun environment

- Great team

- great work/life balance

- transparency from the founders",- none i can think of
5,Great Internship Program,True,"Lots of events, mentor was great, great and supportive team.","Remote unfortunately, couldn't try the free fikd"
1,Lyft Driver Support is concerning.,True,"Flexible hours, so you can work whenever you need be","- Lyft driver support is extremely disappointing. My phone froze and I had to cancel the ride after completing the trip and dropping the customer off to their location. Lyft refused to pay me by excusing it as ""we stop tracking rides after they're cancelled"" - to which I asked why not because they had the data showing I finished the trip (because I cancelled AFTER the trip completed) and the consumer's contact to confirm I dropped them off. To this, they didn't have a response, so I asked them if I could get a phone number to talk to a representative - to which, they just ended the conversation on Lyft support. Just know that if you have technical difficulties, they don't care. I've been with Lyft for a couple years and this was the last straw. Uber has better support for their drivers."
4,Team dependent,True,Good pay and smart people,Can involve politica at time
5,Customer Service,True,"Self motivated, abilities to adhere to different perspectives and or customer temperaments.",Abilities to follow rigorous directives.
4,"Expert Concur Administartor, 10+ years implementation experience",True,The people and the culture are fantastic,Not sure at this time.
5,"Great work, big challenges",True,"Continuos learning, top of the market benefits, lots of holidays.

Lyft embraces a culture of continuous change and growth. This is clear in both the technology and people that feeds the company day to day.

Everybody is open to discussions to understand, commit and take action.

As a security professional, you are exposed to state of the art technology and threats.","It can be hard to catch up with the continuous changes.

Attrition is high, due to the higly competitive environment and the companies Lyft is compared with.

If not used to full ownership, it's impossible to be a key player in the company.

Security team is small compared to the size of the company."
4,Good when busy,True,"You work whenever you want

Pay can be deposited into bank daily

You get to listen to music while driving","Some people can be rude

It can be slow"
4,It’s cool.,True,"Pay, unlimited off days .",Favoritism is real. Upper management too buddy buddy with HR
4,Inclusive Company,True,Open and inclusive company to work for that allows creativity to shine through.,Perks and benefits were taken away when the company went public.
4,"I enjoyed it, but got laid off",True,"Fun team

Good benefits

Nice company culture","Got laid off even though upper management assured us we would all be fine

office politics"
4,Fair Company to work with,True,Flexible. Fair to driver good for part time,Sometimes it is very low income
4,it was ok,True,"work life balance, snacks in office",needs better hr policies and
3,"Great place to grow, not if you want to be comfortable",True,"You will learn to be scrappy, think on your feet and be resourceful","Little to no budgeting, team building, etc"
1,Poor Pay,True,you get paid the same day,Poor pay and hard on your car
3,Review,True,nothing i have to mention,they prioritize politics over competency
3,Okay,True,offer good bonuses every other week,take 60 % of pay
5,Great company to work in,True,"Fast moving, a lot of smart people",Fast moving. Too fast. That is drawback.
5,Worth it,True,"Make your own schedule, you can make good money on weekends and holidays.",Some rides don’t pay out as much as they should but they make up for it with incentives
1,Bad company to work for,True,"Good hours 

Start up environment","Management

Treated poorly 

No benefits

Miserable leadership 

No accountability"
4,Working for Lyft,True,"The benefits are great.

Diverse.

Great opportunity for growth",Dealing with drivers on a daily basis
3,Great autonomy,True,"Plenty of autonomy, opportunity to work on exciting projects","Lots of operating in the gray, leadership changing"
5,Great company,True,They care about their employees and have a great culture.,"While there is a lot of room for career advancement, the internal interview process is broken and lengthy."
5,good one,True,great work coming to jobs,no cons availabe to mention
5,Great place for software development,True,"Excellent developers, architecture. Development and engineering are a pleasure.",I feel culture can be a bit pushy sometimes.
5,Amazing experience,True,"Lots of supportive, intelligent teammates that are excited about creating new and creative features for consumers. Thoughtful leadership especially during difficult times/layoffs in 2020.",Constant reorgs that make it hard to have project/team continuity or something to show for yourself at performance reviews.
5,Great Company,True,I enjoyed my time with Lyft. The pay was ok for the work done and the benefits were fantastic.,Just the usual corporate stuff. Didn't feel very valued.
2,Company culture completely failed during the pandemic,True,"Lyft generally hires the best and brightest. Most people who work for Lyft are genuinely kind and generous, and wonderful to work with. The company takes strong political positions and supports excellent causes.","The company made very little effort to transition well into a remote environment. As a result, ELT stopped understanding how to check on the health &amp; wellness of staff during such a terrible couple of years. Instead of focusing on retention, upper management constantly hassled anyone who took ""unreasonable"" vacation (note that vacation is ""unlimited"") and got angry at anyone not performing at 100% all the time (no consideration for anyone suffering from COVID/COVID effects for example, or those having to deal with childcare issues, etc.). It also quickly became clear that there was a cultural division between those who had worked together in the office and those on-boarded remote, with insufficient effort made to give remote workers the same kinds of face-to-face interactions that longer-term employees did not need, as they had already built internal connections. Add obvious hypocrisy with how drivers are treated (serious moral injury), plus throw in some absolutely ridiculous attrition rates, and this job became unreasonably difficult and untenable."
4,Good place to work,True,"Good pay, good wlb, interesting work.","Questionable future, upper management could be better."
4,If only the pay rewarded the work fairly,True,"-Driving, your office is your car (a + if you're like me and you love to drive)

-Total independence

-No schedule

-No boss

-No limit of hours your can work

-Ability to decline and cancel rides

-Better safety features available to drivers","-Pay in comparison to workload, quality of work, and work available is disparaging

-Bonuses, hot spots, streaks, etc., are often still not enough to make the low pay work it"
5,Awsome job,True,Freedom to work when you want,Theres really no cons just more pay
4,Great!,True,Great Working with the bike-share team up in SF.,- - - - - -
5,Good,True,Easy money 💰 you make you hours when you want work,Have son time bad people
5,Great Work Enviroment,True,"Great Benefits and Perks

Great company culture",Lots of changes within organization
4,Good people,True,You get to meet a lot of good and beautiful people from all walks of life.,Some customers are extremely rude and disrespectful. Due to Covid-19 I no longer drive because some people do want to wear their mask.
4,A moderate source of income / Part-time,True,"-Flexible hours

-Being your own boss","-Minimum wages

-Car Maintenance

-Sometimes you make less than labour job"
3,Great place to work depending on the team,True,"- Managers that care about you

- Good mission for the company

- Lots of opportunity depending on the team","- Attrition is high

- Leadership's vision for execution needs more polish and specificity

- Lots of thrash in the annual planning process

- WFA stance is still unclear after 2 years of WFH"
5,Great,True,Awesome company and culture to work in.,I don't work there anymore.
4,Great place for engineering,True,"The architecture, tools, developer ecosystem is fantastic

Good benefits and comp

Flexible time off",Some teams lack a strong direction
4,"Great pay, generally good people to work with",True,"Great pay

Good coworkers

Work life balance","Lack of interesting projects

Understaffed due to high attrition

Very few long-term remote opportunities"
3,Not bad,True,"Unlimited coffee, bring your pet to work, laidback atmosphere.",very progressive which makes it exlusive to people who may not share their beliefs
4,Good overall,True,Great mobile eng team! People are amazingly talented and friendly,Office perks have disappeared since the pandemic and they were slowly disappearing before that too.
5,Great Company,True,Great company that takes care of its employees well,fast paced environment not for everyone
5,Great company,True,They’re always there to help you when you need they are there for the drivers as well as passengers,Can you get occasional nasty person who is disrespectful
5,flexible and good pay,True,flexible schedule comfortable attire with very little stress,wear and tear on vehicle
5,Great on all counts,True,"Cohesive training, supported by multiple branches of the company, fun and fulfilling to work with the driver community","None, everything was exactly as it should have been"
3,Great for supplemental income,True,You can work whenever you want.,The cons are the same as the pros.
2,Not the best company…,True,"Start up environment, lots of room to grow","Growing pains of a start up

Some teams are terrible to work with.. managers and most of upper level management don’t align with Lyfts core values.. they like to hire people just like them so it becomes a dictatorship. 

I would not recommend Lyft compared to other companies in the bay - go where you are valued not pushed around"
5,Great company,True,My team members are great.,There have been no cons with my work so far.
5,I like it so far,True,"I just started so I can't say too much but I really like my coworkers and I've definitely worked places where I did not like it as much. Also, unlimited pto!!!",I just started so I don't really have any cons yet
4,"Some Good, Some Bad",True,There were great people there.,Engineering isn't at the heart of the business.
5,ok parttime,True,"same day pay, great networking opportunities",have to use your own vehicle
5,Great place,True,Friendly and accomodating people and the culture is positive.,Maybe it is growing super fast
4,Make a lot,True,You can make a lot of money,Wear and tear on vehicle. Constantly vacuuming backseat and filling up with gas. No integration with apple CarPlay
5,Great people,True,"Kind, thoughtful co-workers; people care about those they work with",Could still benefit from a more structured approach to change mngt
4,Good company poor vision,True,Good comp and career growth,Lots of churn at the director and leadership level
2,"Good for part time, weekend money and that's it",True,"You work whenever you want to.



Lyft does their best to look out for drivers when it comes to passenger incidents","The percentage the drivers receive isn't fair.

You have to work all day to make barely any money."
5,Great pay,True,"Benefits, flexible hours, work as much as you'd like",Wear and tear on your vehicle
5,Amazing WLB,True,I work 4-5 hours a day with TC = 550k,Chaotic and sometimes lack of innovation
5,Good!,True,Good work life balance and good people,blur goal for the company future
5,Great workplace,True,Great management and working with cool co-workers.,Drivers don't know they are entrepreneurs.
4,Great place to be,True,Great people to work with,Over worked and long hours
4,Amazing Company with exceptions,True,"- Benefits! Top-tier healthcare costs, ample PTO for the hourly employees/unlimited for the salaried employees, unmatched parental leave (12 weeks for mom(s) AND dad(s). 

- Inclusive. This place is extremely welcoming to all that do not identify as straight, white, cis gendered men, but you’re all included as well. 

- Leadership that genuinely cares about your well-being- with a few exceptions in each department that should have been removed a while ago. 

- Pay, in my opinion, is good for roles with a Specialist title or higher (for Safety Dept this will be Senior Specialist or higher).","- Really caring leadership but they will misguide you and leave you believing you’ve earned a promotion that you will then have to fight 40 other people for and trust me, you will lose. This is a group of very capable people and pleading your case is tough. 

- Interviews. I cannot stress this enough; too many interviews for every single role. Consider that you’re interested in a total of 5 promotions with 1 year. You will endure 7 interviews for each. 35 interviews within a company you’re already working for."
2,Bad,True,Nothing good mean customers no tips,"Bad tips, not payed your worth"
1,Racyst sexyst,True,"If you align with the goals of their diversity program, you can make six figures playing on your phone for 6 hours a day. No previous experience or relative qualification necessary.","If you don't align with the goals of their diversity program your only option is to work in a hazardous shop environment riddled with sexual misconduct, health code violations and gross negligence for low pay; with no chance of a raise."
5,Nice,True,It is a great company.,Cannot think of any cons so far.
5,Best company I've worked for,True,"- Great collaboration environment

- Super challenging projects

- Always pushing to think outside of the box and Leadership actually support those out of the box ideas

- Insane company vision","- Not a very well planned Mexico/Latam expansion

- Due to lack of planning, plans and objectives can change overnight"
4,Great workplace but short lunch break,True,"- friendly co workers

- relaxed day to day operations

- stock options

- lyft perks (free citibikes, commuter benefits)

- free shirts

- free parking for staff","- 30 min lunch (strict)

- team meetings every morning

- sometimes involves waking up extra early for meetings

- mistakes will be pointed out and brought up 

- you deal with a lot of people on a daily basis (more than 10 typically, but less than 30)

- no automatic gate for the parking lot so you have to get out and put in a code everytime"
4,Good,True,pretty positive experience so far,nothing pretty downside so far
3,Excellent benefits,True,Excellent employee benefits available to full-time employees,Not much room for growth
5,Great culture,True,"Very good people, strong mission. Management genuinely cares about employees.","There can be rapid changes in priorities from leadership, and trying to reach consensus can lead to middle ground answers that don't fully address the problem"
3,Lyft fireballs,True,Great pay and flexible schedule,"Ware and tear on your vehicle, no compensation for vehicle repairs and have to do working in order to pay for your vehicle so essentially you use up your car and when it comes time for giving it unless you have a savings you will be out a job"
4,Good place to work,True,"Great benefits, culture and mission.","Not much flexibility, no WFH options for certain depts."
3,"Good, but not enough income for living expenses",True,"Flexible schedule, work when you want",Not enough income for living expenses unless you do it full time
5,Love!,True,People and mission were always at the forefront,"As with many tech companies there was a lot of changes quickly, red tape and not great internal comms"
2,Women Be-Warned,True,It's flexible and easy to navigate.,Drunk men in your car is not a good time. Especially alone.
5,Notary,True,"Officiate paperwork and provide 

Excellent customer service",None at all never ever
5,One of the best companies I worked for,True,The company really cares about its employees. Pay is very competitive for software engineers. Good tech stack to work on.,Volatile stock price keeps you stressed
4,"Large, slow, but friendly",True,"- Friendly work enviornment

- Can do impact if you want",- Company is quite large and some changes take really long time
4,Nice company,True,"inclusive, fun, growth, new, exciting",Chaotic structure for a growing company.
5,Join the ride!,True,"Flexible work, Great benefits, Great culture",Sometimes you feel without feeling part of the team
4,Great place to be,True,"Dynamic work environment,

great pay,

lot's of growth opportunities",sometimes work pace is too fast
3,good Potential but gets thrown away,True,"Good learning for engineers

emphatic

comp when you're hopeful","no results

reorgs

leadership and staff+ churn"
3,Employee REveiw,True,Great coworkers and freindly enviroment,Losy management. When they had raffles (ex: Christmas) the Management always SEEMED to win
3,Ok,True,It's okay at surge times,A lot complications and cheap short rides
5,Great culture from the top down.,True,A lot of growth opportunities.,Expansion of role did not correlate to meaningful salary increase.
5,AMAZING COMPANY CULTURE,True,"unlimited PTO

Flexible schedule

Very collaborative teams",None that I can think of
5,A good balance between startup feel and maturity,True,"Competitive compensation, excellent culture, good team. Big enough to have processes set up, yet not huge like Google etc. There are a lot of places to contribute yet.","Bounded product field, stock not performing well"
5,Great flexibility.,True,Flexibility is really good and nice.,Sometimes business can be inconsistent.
4,Good culture - too slow,True,"Good culture

Good pay

People are nice",Moves too too slow - lots of back and forth
5,Contracting with Lyft has been the perfect job for me,True,I’m in charge of my work schedule. I meet and have discussions with passengers. I choose the number of hours and corresponding income I want. I am continually evaluated in real time for job performance and given the opportunity to change my actions which conflict with job description and expected norms. Lyft provides multiple payment methods ranging from immediate pay to weekly pay and do this through direct deposit or adding income to credit card.,"The Lyft app gps is not consistently accurate and provides conflicting directions occasionally. There is no person to person contact with Lyft, all interaction takes place through the app."
4,It's alright...,True,"They ""listen"" to improvements, open door policy.",Pay could be a lot better. Slow advancement in the career ladder.
4,"Great comp, yet high turnover",True,Highly competitive salary + equity package.,Leadership and management constantly changing.
1,Bullying culture in Core Tech,True,"I used to really like the pizza oven, and free food; but all that has changed since COVID","This is a hard one:

(1) the job they sell you in the interview probably isn’t the job you will be doing. This is a common a known problem. In the EA role it you will be called a business partner—realistically the leaders will leverage you as a scheduler and there is no room to grow. 

(2) if you are a URM you have a high likelihood to be bullied with very little help. Lyft isn’t transparent about the diversity—the numbers you find in the Lyft diversity report are far from reality. HR will not talk about/share diversity metrics probably Bc the numbers are botched—the company rarely fixes their mistakes they rely heavily on their forced arbitration clause—if you do join, you can opt out of this.

(3) culture is very toxic"
4,Okay,True,You get to work your own schedule,Takes a lot to get support
4,Not good,True,Too much driving for out of town trips,"Gas is very expensive, I can not afford it"
5,Ok if you like people,True,Quick money and fast deposit,I dont really like people in my personal space
4,Easy money,True,You get fast money and paid daily,You pay a lot of money in gas
3,lyft,True,good place to work besides a few things,changes too often and poor communication
5,Good,True,Good opportunity to learn in career,Pay may not be competitive
4,Great place to work,True,Great place to work with smart and motivated people,Leadership does not prioritize all verticals/teams equally making some projects difficult
4,extremely fast pace,True,"mature infrastructure that just works most of the time.

solving fun problems at scale. 

where not very concerned with the cost of resources.

very fast pace, sometimes too fast(con).

nice perks and social events","seems to be haphazard at times - things change quickly.

high turnover - despite paying top dollar, people keep leaving."
5,"Amazing benefits, great company with amazing values.",True,"Great benefits, amazing core values, fast paced challenging environment.",The work can take a toll on mental health and you must be able to work odd hours and weekends.
2,your standard startup turned giant tech company culture,True,"• bagel Wednesdays

• small engineering teams made it generally easy to do good work

• they made efforts to have All Hands be relevant to most people

• lunches were pretty good","• didn't compensate their early employees well

• didn't make a point to make up for the poor compensation over the years 

• later employees with less experience and less knowledge about the company were given many times more in compensation due to the competitive employee market"
4,I have mixed feelings,True,I love the people. It pays well. The science is exciting/interesting/important.,Project management is terrible. Promotions are all over the place. There is significant turnover.
4,Good,True,Its a decent normal job,"Its a normal job , pay is decent"
5,Thumbs up,True,I feel like my team truly cares about my opinions and my career trajectory,lots of changing all the time. Gotta stay on your toes and not get too comfortable
5,Mission-driven,True,"Good company values, promoted healthy work-life balance",Sometimes not enough resources to complete the work
4,none,True,this job had a lot face to face contact with people Fun job.,the job was a High risk for Covid-19 every day.
1,Liberals,True,You can earn a lot.,Liberals lol. They hate conservatives. And they will fire you if you talk about your views
2,eh,True,sometimes can afford canned food,everything everything everything everything everything
5,Technician 3,True,Great benefits and shift hours,Confusing management and corporate directions
5,Best place to work,True,It was an amazing place to work,It's a fast paced culture
3,Ok for short-term,True,"Work when YOU want, majority of app is hassle-free, available same day payouts for small surcharge.","Lyft takes too large portion of fare, inconsistent driver promotions (bonuses/streaks), app navigation is horrible at giving efficient routes at times or a bit off in timing when rendering vocal directions."
