,0,1,2,3,4,5,6,7
8679,Knight,Archers,Bowler,Skeleton Army,Graveyard,Bats,Mortar,Freeze
8680,Knight,Archers,Bowler,Skeleton Army,Graveyard,Bats,Mortar,Freeze
8681,Knight,Archers,Bowler,Skeleton Army,Graveyard,Bats,Mortar,Freeze
8682,Knight,Archers,Bowler,Skeleton Army,Graveyard,Bats,Mortar,Freeze
8683,Knight,Archers,Bowler,Skeleton Army,Graveyard,Bats,Mortar,Freeze
8684,Knight,Archers,Bowler,Skeleton Army,Graveyard,Bats,Mortar,Freeze
8685,Knight,Archers,Bowler,Skeleton Army,Graveyard,Bats,Mortar,Freeze
8686,Knight,Archers,Bowler,Skeleton Army,Graveyard,Bats,Mortar,Freeze
8687,Knight,Archers,Bowler,Skeleton Army,Graveyard,Bats,Mortar,Freeze
8688,Knight,Archers,Bowler,Skeleton Army,Graveyard,Bats,Mortar,Freeze
8689,Knight,Archers,Bowler,Skeleton Army,Graveyard,Bats,Mortar,Freeze
8690,Cannon Cart,Mortar,Miner,Guards,Spear Goblins,Fireball,Minion Horde,The Log
8691,Lava Hound,Balloon,Inferno Dragon,Minions,Zap,Fireball,Tombstone,Guards
8692,Lava Hound,Balloon,Inferno Dragon,Minions,Zap,Fireball,Tombstone,Guards
8693,Lava Hound,Balloon,Inferno Dragon,Minions,Zap,Fireball,Tombstone,Guards
8694,Lava Hound,Balloon,Inferno Dragon,Minions,Zap,Fireball,Tombstone,Guards
8695,Lava Hound,Balloon,Inferno Dragon,Minions,Zap,Fireball,Tombstone,Guards
8696,Fireball,Giant,Hog Rider,Minion Horde,Musketeer,Skeleton Army,Valkyrie,Witch
8697,Lava Hound,Balloon,Inferno Dragon,Minions,Zap,Fireball,Tombstone,Guards
8698,Lava Hound,Balloon,Inferno Dragon,Minions,Zap,Fireball,Tombstone,Guards
8699,Lava Hound,Balloon,Inferno Dragon,Minions,Zap,Fireball,Tombstone,Guards
8700,Lava Hound,Balloon,Inferno Dragon,Minions,Zap,Fireball,Tombstone,Guards
8701,Lava Hound,Balloon,Inferno Dragon,Minions,Zap,Fireball,Tombstone,Guards
8702,Lava Hound,Balloon,Inferno Dragon,Minions,Zap,Fireball,Tombstone,Guards
8703,Lava Hound,Balloon,Inferno Dragon,Minions,Zap,Fireball,Tombstone,Guards
8704,Lava Hound,Balloon,Inferno Dragon,Minions,Zap,Fireball,Tombstone,Guards
8705,Cannon Cart,Mortar,Miner,Guards,Spear Goblins,Fireball,Minion Horde,The Log
8706,Lava Hound,Balloon,Inferno Dragon,Minions,Zap,Fireball,Tombstone,Guards
8707,Lava Hound,Balloon,Inferno Dragon,Minions,Zap,Fireball,Tombstone,Guards
8708,Lava Hound,Balloon,Inferno Dragon,Minions,Zap,Fireball,Tombstone,Guards
8709,Lava Hound,Balloon,Inferno Dragon,Minions,Zap,Fireball,Tombstone,Guards
8710,Lava Hound,Balloon,Inferno Dragon,Minions,Zap,Fireball,Tombstone,Guards
8711,Lava Hound,Balloon,Inferno Dragon,Minions,Zap,Fireball,Tombstone,Guards
8712,Lava Hound,Balloon,Inferno Dragon,Minions,Zap,Fireball,Tombstone,Guards
8713,Lava Hound,Balloon,Inferno Dragon,Minions,Zap,Fireball,Tombstone,Guards
8714,Lava Hound,Balloon,Inferno Dragon,Minions,Zap,Fireball,Tombstone,Guards
8715,Lava Hound,Balloon,Minions,Fireball,Miner,Fisherman,Minion Horde,Zap
8716,Balloon,Inferno Dragon,Barbarians,Arrows,Lava Hound,Miner,Skeleton Dragons,Zap
8717,Balloon,Inferno Dragon,Barbarians,Arrows,Lava Hound,Miner,Skeleton Dragons,Zap
8718,Balloon,Inferno Dragon,Barbarians,Arrows,Lava Hound,Miner,Skeleton Dragons,Zap
8719,Balloon,Inferno Dragon,Barbarians,Arrows,Lava Hound,Miner,Skeleton Dragons,Zap
8720,Balloon,Inferno Dragon,Barbarians,Arrows,Lava Hound,Miner,Skeleton Dragons,Zap
8721,Lava Hound,Balloon,Minions,Fireball,Miner,Fisherman,Minion Horde,Zap
8722,Lava Hound,Balloon,Minions,Fireball,Miner,Fisherman,Minion Horde,Zap
8723,Lava Hound,Balloon,Minions,Fireball,Miner,Fisherman,Minion Horde,Zap
8724,Lava Hound,Balloon,Minions,Fireball,Miner,Fisherman,Minion Horde,Zap
8725,Goblin Barrel,Bandit,Giant Snowball,Rocket,Rascals,Cannon Cart,Dark Prince,Princess
8726,Goblin Barrel,Bandit,Giant Snowball,Rocket,Rascals,Cannon Cart,Dark Prince,Princess
8727,Lava Hound,Balloon,Minions,Fireball,Miner,Fisherman,Minion Horde,Zap
8728,Lava Hound,Balloon,Minions,Fireball,Miner,Fisherman,Minion Horde,Zap
8729,Electro Spirit,Skeletons,The Log,Royal Delivery,Earthquake,Goblin Cage,Archer Queen,Royal Hogs
8730,Battle Ram,Electro Wizard,Magic Archer,Zap,Fireball,Bandit,Royal Ghost,P.E.K.K.A
8731,Lava Hound,Balloon,Minions,Fireball,Miner,Fisherman,Minion Horde,Zap
8732,Lava Hound,Balloon,Minions,Fireball,Miner,Fisherman,Minion Horde,Zap
8736,Lava Hound,Balloon,Minions,Fireball,Miner,Fisherman,Minion Horde,Zap
8737,Lava Hound,Balloon,Minions,Fireball,Miner,Fisherman,Minion Horde,Zap
8738,Lava Hound,Balloon,Minions,Fireball,Miner,Fisherman,Minion Horde,Zap
8739,Lava Hound,Balloon,Minions,Fireball,Miner,Fisherman,Minion Horde,Zap
8745,X-Bow,Archer Queen,Rocket,Skeletons,Knight,Electro Spirit,The Log,Tesla
8746,X-Bow,Archer Queen,Rocket,Skeletons,Knight,Electro Spirit,The Log,Tesla
8747,Ice Golem,Skeletons,The Log,Electro Spirit,Archer Queen,Earthquake,Tesla,Hog Rider
8748,Ice Golem,Skeletons,The Log,Electro Spirit,Archer Queen,Earthquake,Tesla,Hog Rider
8749,Ice Golem,Skeletons,The Log,Electro Spirit,Archer Queen,Earthquake,Tesla,Hog Rider
8750,Ice Golem,Skeletons,The Log,Electro Spirit,Archer Queen,Earthquake,Tesla,Hog Rider
8751,Ice Golem,Skeletons,The Log,Electro Spirit,Archer Queen,Earthquake,Tesla,Hog Rider
8752,Ice Golem,Skeletons,The Log,Electro Spirit,Archer Queen,Earthquake,Tesla,Hog Rider
8753,Ice Golem,Skeletons,The Log,Electro Spirit,Archer Queen,Earthquake,Tesla,Hog Rider
8754,Ice Golem,Skeletons,The Log,Electro Spirit,Archer Queen,Earthquake,Tesla,Hog Rider
8755,Ice Golem,Skeletons,The Log,Electro Spirit,Archer Queen,Earthquake,Tesla,Hog Rider
8756,Ice Golem,Skeletons,The Log,Electro Spirit,Archer Queen,Earthquake,Tesla,Hog Rider
8757,Ice Golem,Skeletons,The Log,Electro Spirit,Archer Queen,Earthquake,Tesla,Hog Rider
8758,Ice Golem,Skeletons,The Log,Electro Spirit,Archer Queen,Earthquake,Tesla,Hog Rider
8759,Ice Golem,Skeletons,The Log,Electro Spirit,Archer Queen,Earthquake,Tesla,Hog Rider
8760,Ice Golem,Skeletons,The Log,Electro Spirit,Archer Queen,Earthquake,Tesla,Hog Rider
8761,Ice Golem,Skeletons,The Log,Fire Spirit,Archer Queen,Earthquake,Tesla,Hog Rider
8762,Ice Golem,Skeletons,The Log,Fire Spirit,Archer Queen,Earthquake,Tesla,Hog Rider
8763,P.E.K.K.A,Skeletons,The Log,Tornado,Lightning,Archer Queen,Tesla,Ram Rider
8764,P.E.K.K.A,Skeletons,The Log,Tornado,Lightning,Archer Queen,Tesla,Ram Rider
8767,Golem,Lumberjack,Prince,Night Witch,Electro Dragon,Clone,Arrows,Electro Wizard
8768,Golem,Lumberjack,Prince,Night Witch,Electro Dragon,Clone,Arrows,Electro Wizard
8772,Golem,Lumberjack,Prince,Night Witch,Electro Dragon,Clone,Arrows,Electro Wizard
8773,Golem,Lumberjack,Prince,Night Witch,Electro Dragon,Clone,Arrows,Electro Wizard
8787,Golem,Lumberjack,Prince,Night Witch,Electro Dragon,Clone,Arrows,Electro Wizard
8788,Golem,Lumberjack,Prince,Night Witch,Electro Dragon,Clone,Arrows,Electro Wizard
8789,Golem,Lumberjack,Prince,Night Witch,Electro Dragon,Clone,Arrows,Electro Wizard
8794,Knight,Dart Goblin,Goblin Barrel,Princess,Skeleton Army,The Log,Bandit,Bats
8795,Knight,Dart Goblin,Goblin Barrel,Princess,Skeleton Army,The Log,Bandit,Bats
8796,Knight,Dart Goblin,Goblin Barrel,Princess,Skeleton Army,The Log,Bandit,Bats
8797,Knight,Dart Goblin,Goblin Barrel,Princess,Skeleton Army,The Log,Bandit,Bats
8798,Knight,Dart Goblin,Goblin Barrel,Princess,Skeleton Army,The Log,Bandit,Bats
8799,Knight,Dart Goblin,Goblin Barrel,Princess,Skeleton Army,The Log,Bandit,Bats
8800,Knight,Dart Goblin,Goblin Barrel,Princess,Skeleton Army,The Log,Bandit,Bats
8801,Knight,Dart Goblin,Goblin Barrel,Princess,Skeleton Army,The Log,Bandit,Bats
8802,Knight,Dart Goblin,Goblin Barrel,Princess,Skeleton Army,The Log,Bandit,Bats
8803,Knight,Dart Goblin,Goblin Barrel,Princess,Skeleton Army,The Log,Bandit,Bats
8806,Knight,Dart Goblin,Goblin Barrel,Princess,Skeleton Army,The Log,Bandit,Bats
8807,Knight,Dart Goblin,Goblin Barrel,Princess,Skeleton Army,The Log,Bandit,Bats
8808,Knight,Dart Goblin,Goblin Barrel,Princess,Skeleton Army,The Log,Bandit,Bats
8809,Knight,Dart Goblin,Goblin Barrel,Princess,Skeleton Army,The Log,Bandit,Bats
8810,Knight,Dart Goblin,Goblin Barrel,Princess,Skeleton Army,The Log,Bandit,Bats
8811,Knight,Dart Goblin,Goblin Barrel,Princess,Skeleton Army,The Log,Bandit,Bats
8813,Knight,Dart Goblin,Goblin Barrel,Princess,Skeleton Army,The Log,Bandit,Bats
8814,Knight,Dart Goblin,Goblin Barrel,Princess,Skeleton Army,The Log,Bandit,Bats
8815,Knight,Dart Goblin,Goblin Barrel,Princess,Skeleton Army,The Log,Bandit,Bats
8816,Knight,Dart Goblin,Goblin Barrel,Princess,Skeleton Army,The Log,Bandit,Bats
8817,Knight,Dart Goblin,Goblin Barrel,Princess,Skeleton Army,The Log,Bandit,Bats
8818,Knight,Dart Goblin,Goblin Barrel,Princess,Skeleton Army,The Log,Bandit,Bats
8830,P.E.K.K.A,Bandit,Royal Ghost,Fireball,Magic Archer,Electro Wizard,Battle Ram,Zap
8831,P.E.K.K.A,Bandit,Royal Ghost,Fireball,Magic Archer,Electro Wizard,Battle Ram,Zap
8832,P.E.K.K.A,Bandit,Royal Ghost,Fireball,Magic Archer,Electro Wizard,Battle Ram,Zap
8833,P.E.K.K.A,Bandit,Royal Ghost,Fireball,Magic Archer,Electro Wizard,Battle Ram,Zap
8834,P.E.K.K.A,Bandit,Electro Wizard,Lightning,Baby Dragon,Ram Rider,Royal Ghost,Zap
8835,P.E.K.K.A,Bandit,Electro Wizard,Lightning,Baby Dragon,Ram Rider,Royal Ghost,Zap
8836,P.E.K.K.A,Bandit,Electro Wizard,Lightning,Baby Dragon,Ram Rider,Royal Ghost,Zap
8837,P.E.K.K.A,Bandit,Electro Wizard,Lightning,Baby Dragon,Ram Rider,Royal Ghost,Zap
8838,P.E.K.K.A,Bandit,Electro Wizard,Lightning,Baby Dragon,Ram Rider,Royal Ghost,Zap
8842,P.E.K.K.A,Bandit,Royal Ghost,Fireball,Magic Archer,Electro Wizard,Battle Ram,Zap
8843,P.E.K.K.A,Bandit,Royal Ghost,Fireball,Magic Archer,Electro Wizard,Battle Ram,Zap
8857,Graveyard,Baby Dragon,Knight,Tornado,Ice Wizard,Poison,Tombstone,Barbarian Barrel
8858,Lava Hound,Balloon,Skeleton Dragons,Fireball,Mega Minion,Guards,Tombstone,Zap
8859,Lava Hound,Balloon,Skeleton Dragons,Fireball,Mega Minion,Guards,Tombstone,Zap
8869,Lava Hound,Balloon,Skeleton Dragons,Fireball,Mega Minion,Guards,Tombstone,Zap
8870,Lava Hound,Balloon,Skeleton Dragons,Fireball,Mega Minion,Guards,Tombstone,Zap
8871,Lava Hound,Balloon,Skeleton Dragons,Fireball,Mega Minion,Guards,Tombstone,Zap
8872,Lava Hound,Balloon,Skeleton Dragons,Fireball,Mega Minion,Guards,Tombstone,Zap
8873,Lava Hound,Balloon,Skeleton Dragons,Fireball,Mega Minion,Guards,Tombstone,Zap
8876,Graveyard,Baby Dragon,Knight,Tornado,Ice Wizard,Poison,Tombstone,Barbarian Barrel
8877,Lava Hound,Balloon,Skeleton Dragons,Fireball,Mega Minion,Guards,Tombstone,Arrows
8878,Lava Hound,Balloon,Skeleton Dragons,Fireball,Mega Minion,Guards,Tombstone,Arrows
8879,Lava Hound,Balloon,Skeleton Dragons,Fireball,Mega Minion,Guards,Tombstone,Arrows
8890,Skeleton Army,Minion Horde,Hog Rider,The Log,Zap,Princess,Goblin Gang,Elite Barbarians
8891,Skeleton Army,Minion Horde,Hog Rider,The Log,Zap,Princess,Goblin Gang,Elite Barbarians
8892,Skeleton Army,Minion Horde,Hog Rider,The Log,Zap,Princess,Goblin Gang,Elite Barbarians
8893,Skeleton Army,Minion Horde,Hog Rider,The Log,Zap,Princess,Goblin Gang,Elite Barbarians
8894,Skeleton Army,Minion Horde,Hog Rider,The Log,Zap,Princess,Goblin Gang,Elite Barbarians
8895,Skeleton Army,Minion Horde,Hog Rider,The Log,Zap,Princess,Goblin Gang,Elite Barbarians
8896,Skeleton Army,Minion Horde,Hog Rider,The Log,Zap,Princess,Goblin Gang,Elite Barbarians
8897,Skeleton Army,Minion Horde,Hog Rider,The Log,Zap,Princess,Goblin Gang,Elite Barbarians
8898,Skeleton Army,Minion Horde,Hog Rider,The Log,Zap,Princess,Goblin Gang,Elite Barbarians
8899,Skeleton Army,Minion Horde,Hog Rider,The Log,Zap,Princess,Goblin Gang,Elite Barbarians
8900,Skeleton Army,Minion Horde,Hog Rider,The Log,Zap,Princess,Goblin Gang,Elite Barbarians
8901,Skeleton Army,Minion Horde,Hog Rider,The Log,Zap,Princess,Goblin Gang,Elite Barbarians
8902,Skeleton Army,Minion Horde,Hog Rider,The Log,Zap,Princess,Goblin Gang,Elite Barbarians
8903,Skeleton Army,Minion Horde,Hog Rider,The Log,Zap,Princess,Goblin Gang,Elite Barbarians
8904,Skeleton Army,Minion Horde,Hog Rider,The Log,Zap,Princess,Goblin Gang,Elite Barbarians
8905,Skeleton Army,Minion Horde,Hog Rider,The Log,Zap,Princess,Goblin Gang,Elite Barbarians
8906,Skeleton Army,Minion Horde,Hog Rider,The Log,Zap,Princess,Goblin Gang,Elite Barbarians
8907,Skeleton Army,Minion Horde,Hog Rider,The Log,Zap,Princess,Goblin Gang,Elite Barbarians
8908,Skeleton Army,Minion Horde,Hog Rider,The Log,Zap,Princess,Goblin Gang,Elite Barbarians
8909,Skeleton Army,Minion Horde,Hog Rider,The Log,Zap,Princess,Goblin Gang,Elite Barbarians
8910,Skeleton Army,Minion Horde,Hog Rider,The Log,Zap,Princess,Goblin Gang,Elite Barbarians
8915,Knight,X-Bow,Electro Spirit,Fireball,Tesla,Skeletons,The Log,Archer Queen
8916,Knight,X-Bow,Electro Spirit,Fireball,Tesla,Skeletons,The Log,Archer Queen
8917,Knight,X-Bow,Electro Spirit,Fireball,Tesla,Skeletons,The Log,Archer Queen
8918,Knight,X-Bow,Electro Spirit,Fireball,Tesla,Skeletons,The Log,Archer Queen
8919,Knight,X-Bow,Electro Spirit,Fireball,Tesla,Skeletons,The Log,Archer Queen
8920,Knight,X-Bow,Electro Spirit,Fireball,Tesla,Skeletons,The Log,Archer Queen
8921,Knight,X-Bow,Electro Spirit,Fireball,Tesla,Skeletons,The Log,Archer Queen
8922,Knight,X-Bow,Electro Spirit,Fireball,Tesla,Skeletons,The Log,Archer Queen
8923,Knight,X-Bow,Electro Spirit,Fireball,Tesla,Skeletons,The Log,Archer Queen
8924,Knight,X-Bow,Electro Spirit,Fireball,Tesla,Skeletons,The Log,Archer Queen
8925,Knight,X-Bow,Electro Spirit,Fireball,Tesla,Skeletons,The Log,Archer Queen
8926,Knight,X-Bow,Electro Spirit,Fireball,Tesla,Skeletons,The Log,Archer Queen
8927,Knight,X-Bow,Electro Spirit,Fireball,Tesla,Skeletons,The Log,Archer Queen
8928,Knight,X-Bow,Electro Spirit,Fireball,Tesla,Skeletons,The Log,Archer Queen
8929,Knight,X-Bow,Electro Spirit,Fireball,Tesla,Skeletons,The Log,Archer Queen
8930,Knight,X-Bow,Electro Spirit,Fireball,Tesla,Skeletons,The Log,Archer Queen
8931,Knight,X-Bow,Electro Spirit,Fireball,Tesla,Skeletons,The Log,Archer Queen
8932,Knight,X-Bow,Electro Spirit,Fireball,Tesla,Skeletons,The Log,Archer Queen
8933,Knight,X-Bow,Electro Spirit,Fireball,Tesla,Skeletons,The Log,Archer Queen
8934,Knight,X-Bow,Electro Spirit,Fireball,Tesla,Skeletons,The Log,Archer Queen
8935,Knight,X-Bow,Electro Spirit,Fireball,Tesla,Skeletons,The Log,Archer Queen
8936,Knight,X-Bow,Electro Spirit,Fireball,Tesla,Skeletons,The Log,Archer Queen
8937,Knight,X-Bow,Electro Spirit,Fireball,Tesla,Skeletons,The Log,Archer Queen
8938,Knight,X-Bow,Electro Spirit,Fireball,Tesla,Skeletons,The Log,Archer Queen
8939,Knight,X-Bow,Electro Spirit,Fireball,Tesla,Skeletons,The Log,Archer Queen
8940,Zap,Arrows,Skeleton Dragons,Barbarians,Balloon,Miner,Inferno Dragon,Lava Hound
8945,Zap,Arrows,Skeleton Dragons,Barbarians,Balloon,Miner,Inferno Dragon,Lava Hound
8946,Zap,Arrows,Skeleton Dragons,Barbarians,Balloon,Miner,Inferno Dragon,Lava Hound
8947,Zap,Arrows,Skeleton Dragons,Barbarians,Balloon,Miner,Inferno Dragon,Lava Hound
8948,Zap,Arrows,Skeleton Dragons,Barbarians,Balloon,Miner,Inferno Dragon,Lava Hound
8949,Zap,Arrows,Skeleton Dragons,Barbarians,Balloon,Miner,Inferno Dragon,Lava Hound
8950,Zap,Arrows,Skeleton Dragons,Barbarians,Balloon,Miner,Inferno Dragon,Lava Hound
8951,Zap,Arrows,Skeleton Dragons,Barbarians,Balloon,Miner,Inferno Dragon,Lava Hound
8952,Giant Snowball,Goblin Cage,Cannon Cart,Lightning,Electro Wizard,Ram Rider,Mega Knight,Golden Knight
8953,Giant Snowball,Goblin Cage,Cannon Cart,Lightning,Electro Wizard,Ram Rider,Mega Knight,Golden Knight
8954,Giant Snowball,Goblin Cage,Cannon Cart,Lightning,Electro Wizard,Ram Rider,Mega Knight,Golden Knight
8955,Giant Snowball,Goblin Cage,Cannon Cart,Lightning,Electro Wizard,Ram Rider,Mega Knight,Golden Knight
8956,Giant Snowball,Goblin Cage,Cannon Cart,Lightning,Electro Wizard,Ram Rider,Mega Knight,Golden Knight
8957,Giant Snowball,Goblin Cage,Cannon Cart,Lightning,Electro Wizard,Ram Rider,Mega Knight,Golden Knight
8958,Skeletons,Archers,Arrows,Mortar,Fireball,Cannon Cart,Inferno Dragon,Graveyard
8959,Royal Giant,Zappies,Fireball,Skeleton Army,The Log,Fisherman,Mother Witch,Skeleton King
8960,Giant Snowball,Goblin Cage,Cannon Cart,Lightning,Electro Wizard,Ram Rider,Mega Knight,Golden Knight
8961,Zap,Bats,Wall Breakers,Prince,Royal Ghost,Miner,Mega Knight,Archer Queen
8965,Royal Giant,Archer Queen,The Log,Fisherman,Royal Ghost,Fireball,Skeletons,Mother Witch
8966,Giant,Bowler,Graveyard,Bats,Skeleton Army,Night Witch,Arrows,Giant Snowball
8967,Cannon Cart,Princess,Archer Queen,Goblin Barrel,Giant Snowball,Rocket,Bandit,Rascals
8969,Electro Dragon,Baby Dragon,Elite Barbarians,Night Witch,Tornado,Golem,Mini P.E.K.K.A,Lumberjack
8970,Golem,Night Witch,Lumberjack,Baby Dragon,Skeleton Dragons,Giant Skeleton,Clone,Skeleton Barrel
8971,Tornado,Freeze,Inferno Dragon,Royal Ghost,Prince,Baby Dragon,Golem,Night Witch
8972,Cannon Cart,Princess,Archer Queen,Goblin Barrel,Giant Snowball,Rocket,Bandit,Rascals
8973,Giant,Bowler,Graveyard,Bats,Skeleton Army,Night Witch,Arrows,Giant Snowball
8974,Royal Giant,Archer Queen,The Log,Fisherman,Royal Ghost,Fireball,Skeletons,Mother Witch
8975,Electro Dragon,Baby Dragon,Elite Barbarians,Night Witch,Tornado,Golem,Mini P.E.K.K.A,Lumberjack
8977,Goblin Drill,Wall Breakers,Royal Delivery,Inferno Tower,Bomber,Skeleton Army,Golden Knight,Rocket
8978,Miner,The Log,Golden Knight,Bats,Wall Breakers,Spear Goblins,Bomb Tower,Fireball
8984,Royal Giant,Archer Queen,The Log,Fisherman,Royal Ghost,Fireball,Skeletons,Mother Witch
8986,Electro Dragon,Baby Dragon,Elite Barbarians,Night Witch,Tornado,Golem,Mini P.E.K.K.A,Lumberjack
8987,Electro Dragon,Baby Dragon,Elite Barbarians,Night Witch,Tornado,Golem,Mini P.E.K.K.A,Lumberjack
8988,Electro Dragon,Baby Dragon,Elite Barbarians,Night Witch,Tornado,Golem,Mini P.E.K.K.A,Lumberjack
8989,Electro Dragon,Baby Dragon,Elite Barbarians,Night Witch,Tornado,Golem,Mini P.E.K.K.A,Lumberjack
8990,Ice Wizard,Tesla,Rocket,Skeletons,X-Bow,Valkyrie,The Log,Tornado
8991,Ice Wizard,Tesla,Rocket,Skeletons,X-Bow,Valkyrie,The Log,Tornado
8992,Ice Wizard,Tesla,Rocket,Skeletons,X-Bow,Valkyrie,The Log,Tornado
8993,Ice Wizard,Tesla,Rocket,Skeletons,X-Bow,Valkyrie,The Log,Tornado
8994,Ice Wizard,Tesla,Rocket,Skeletons,X-Bow,Valkyrie,The Log,Tornado
8996,Ice Wizard,Tesla,Rocket,Skeletons,X-Bow,Valkyrie,The Log,Tornado
8997,Ice Wizard,Tesla,Rocket,Skeletons,X-Bow,Valkyrie,The Log,Tornado
8998,Ice Wizard,Tesla,Rocket,Skeletons,X-Bow,Valkyrie,The Log,Tornado
9002,Ice Wizard,Tesla,Rocket,Skeletons,X-Bow,Valkyrie,The Log,Tornado
9003,Ice Wizard,Tesla,Rocket,Skeletons,X-Bow,Valkyrie,The Log,Tornado
9004,Ice Wizard,Tesla,Rocket,Skeletons,X-Bow,Valkyrie,The Log,Tornado
9005,Ice Wizard,Tesla,Rocket,Skeletons,X-Bow,Valkyrie,The Log,Tornado
9021,Royal Ghost,Mother Witch,Fisherman,Ram Rider,Barbarian Barrel,Fireball,P.E.K.K.A,Electro Wizard
9022,Mega Knight,Royal Ghost,Fisherman,Archer Queen,Mother Witch,Ram Rider,Fireball,Barbarian Barrel
9023,Archer Queen,Miner,Cannon Cart,Mortar,Guards,Spear Goblins,Fireball,The Log
9025,Bandit,Mega Knight,Royal Ghost,Barbarian Barrel,Electro Spirit,Ram Rider,Lightning,Archer Queen
9026,Bandit,Mega Knight,Royal Ghost,Barbarian Barrel,Electro Spirit,Ram Rider,Lightning,Archer Queen
9027,Bandit,Mega Knight,Royal Ghost,Barbarian Barrel,Electro Spirit,Ram Rider,Lightning,Archer Queen
9028,Bandit,Mega Knight,Royal Ghost,Barbarian Barrel,Electro Spirit,Ram Rider,Lightning,Archer Queen
9029,Bandit,Mega Knight,Royal Ghost,Barbarian Barrel,Electro Spirit,Ram Rider,Lightning,Archer Queen
9030,Bandit,Mega Knight,Royal Ghost,Barbarian Barrel,Electro Spirit,Ram Rider,Lightning,Archer Queen
9031,Bandit,Mega Knight,Royal Ghost,Barbarian Barrel,Electro Spirit,Ram Rider,Lightning,Archer Queen
9032,Bandit,Mega Knight,Royal Ghost,Barbarian Barrel,Electro Spirit,Ram Rider,Lightning,Archer Queen
9036,Bandit,Mega Knight,Royal Ghost,Barbarian Barrel,Electro Spirit,Ram Rider,Lightning,Archer Queen
9037,The Log,Princess,Goblin Barrel,Goblin Gang,Dart Goblin,Prince,Rascals,Rocket
9038,Bandit,Mega Knight,Royal Ghost,Barbarian Barrel,Electro Spirit,Ram Rider,Lightning,Archer Queen
9044,Archer Queen,Earthquake,The Log,Royal Hogs,Fire Spirit,Goblin Cage,Skeletons,Royal Delivery
9045,Archer Queen,Earthquake,The Log,Royal Hogs,Fire Spirit,Goblin Cage,Skeletons,Royal Delivery
9046,Archer Queen,Earthquake,The Log,Royal Hogs,Fire Spirit,Goblin Cage,Skeletons,Royal Delivery
9047,Archer Queen,Earthquake,The Log,Royal Hogs,Fire Spirit,Goblin Cage,Skeletons,Royal Delivery
9048,Archer Queen,Earthquake,The Log,Royal Hogs,Fire Spirit,Goblin Cage,Skeletons,Royal Delivery
9049,Archer Queen,Earthquake,The Log,Royal Hogs,Fire Spirit,Goblin Cage,Skeletons,Royal Delivery
9050,Archer Queen,Earthquake,The Log,Royal Hogs,Fire Spirit,Goblin Cage,Skeletons,Royal Delivery
9051,Archer Queen,Earthquake,The Log,Royal Hogs,Fire Spirit,Goblin Cage,Skeletons,Royal Delivery
9052,Archer Queen,Earthquake,The Log,Royal Hogs,Fire Spirit,Goblin Cage,Skeletons,Royal Delivery
9053,Archer Queen,Earthquake,The Log,Royal Hogs,Fire Spirit,Goblin Cage,Skeletons,Royal Delivery
9056,Archer Queen,Earthquake,The Log,Royal Hogs,Fire Spirit,Goblin Cage,Skeletons,Royal Delivery
9060,Archer Queen,Earthquake,The Log,Royal Hogs,Fire Spirit,Goblin Cage,Skeletons,Royal Delivery
9061,Archer Queen,Earthquake,The Log,Royal Hogs,Fire Spirit,Goblin Cage,Skeletons,Royal Delivery
9063,Archer Queen,Earthquake,The Log,Royal Hogs,Fire Spirit,Goblin Cage,Skeletons,Royal Delivery
9064,Archer Queen,Earthquake,The Log,Royal Hogs,Fire Spirit,Goblin Cage,Skeletons,Royal Delivery
9065,Archer Queen,Earthquake,The Log,Royal Hogs,Fire Spirit,Goblin Cage,Skeletons,Royal Delivery
9066,Archer Queen,Earthquake,The Log,Royal Hogs,Fire Spirit,Goblin Cage,Skeletons,Royal Delivery
9067,Archer Queen,Earthquake,The Log,Royal Hogs,Fire Spirit,Goblin Cage,Skeletons,Royal Delivery
9068,Archer Queen,Earthquake,The Log,Royal Hogs,Fire Spirit,Goblin Cage,Skeletons,Royal Delivery
9069,Miner,Wall Breakers,Mega Knight,Bats,Prince,Arrows,Musketeer,Zap
9070,Heal Spirit,Mother Witch,Cannon Cart,Royal Ghost,Elite Barbarians,Bandit,Barbarian Barrel,Magic Archer
9071,Balloon,Minions,Mega Minion,Arrows,Lava Hound,Lightning,Golden Knight,Tombstone
9072,Balloon,Minions,Mega Minion,Arrows,Lava Hound,Lightning,Golden Knight,Tombstone
9076,Balloon,Minions,Mega Minion,Arrows,Lava Hound,Lightning,Valkyrie,Tombstone
9079,Balloon,Minions,Mega Minion,Arrows,Lava Hound,Lightning,Valkyrie,Tombstone
9081,Balloon,Arrows,Tombstone,Lava Hound,Mega Minion,Minions,Lightning,Goblin Gang
9082,Balloon,Minions,Mega Minion,Arrows,Lava Hound,Lightning,Valkyrie,Tombstone
9083,Balloon,Minions,Mega Minion,Arrows,Lava Hound,Lightning,Valkyrie,Tombstone
9084,Balloon,Minions,Mega Minion,Arrows,Lava Hound,Lightning,Valkyrie,Tombstone
9085,Balloon,Minions,Mega Minion,Arrows,Lava Hound,Lightning,Valkyrie,Tombstone
9086,Balloon,Minions,Mega Minion,Arrows,Lava Hound,Lightning,Valkyrie,Tombstone
9087,Balloon,Minions,Mega Minion,Arrows,Lava Hound,Lightning,Valkyrie,Tombstone
9088,Balloon,Minions,Mega Minion,Arrows,Lava Hound,Lightning,Valkyrie,Tombstone
